year,certificate,length,genres,category,rating,metascore,total_votes,US_box_office
2007.0,PG-13,98.0,"Drama, Fantasy, Horror",Horror,5.5,33.0,17220.0,3525161.0
1986.0,PG-13,93.0,"Action, Horror, Romance",Horror,6.0,39.0,14966.0,3500000.0
2018.0,R,110.0,"Crime, Horror, Thriller",Horror,6.5,42.0,19391.0,3435047.0
2014.0,N-16,86.0,"Comedy, Horror",Horror,7.7,76.0,158148.0,3333000.0
2015.0,N-16,95.0,"Horror, Thriller",Horror,7.0,79.0,108296.0,3219029.0
1998.0,R,84.0,"Drama, Horror, Mystery",Horror,7.4,72.0,170187.0,3216970.0
2011.0,N-16,120.0,"Drama, Horror, Thriller",Horror,7.6,70.0,139415.0,3185812.0
2001.0,PG-13,84.0,"Horror, Mystery, Thriller",Horror,3.9,20.0,8377.0,3100650.0
2016.0,R,96.0,Horror,Horror,5.3,41.0,17153.0,2987063.0
1999.0,R,97.0,"Horror, Sci-Fi, Thriller",Horror,6.8,68.0,94049.0,2840417.0
2014.0,R,89.0,"Horror, Mystery, Thriller",Horror,4.6,24.0,23176.0,2756333.0
2007.0,R,96.0,"Crime, Horror, Mystery",Horror,4.7,24.0,22547.0,2626800.0
2016.0,R,91.0,"Drama, Horror, Thriller",Horror,3.9,31.0,9185.0,2411580.0
2005.0,R,95.0,"Action, Fantasy, Horror",Horror,2.9,18.0,34198.0,2405420.0
1981.0,NC-17,85.0,Horror,Horror,7.5,71.0,187735.0,2400000.0
2017.0,R,121.0,"Drama, Horror, Mystery",Horror,7.0,73.0,125343.0,2291901.0
2006.0,R,120.0,"Action, Drama, Horror",Horror,7.1,85.0,107965.0,2201923.0
2008.0,N-16,114.0,"Crime, Drama, Fantasy",Horror,7.9,82.0,205938.0,2122065.0
1999.0,R,101.0,"Adventure, Comedy, Horror",Horror,7.0,46.0,36726.0,2060953.0
2002.0,R,92.0,"Comedy, Fantasy, Horror",Horror,7.0,57.0,45754.0,2003420.0
2018.0,R,108.0,"Action, Comedy, Crime",Horror,5.9,56.0,15759.0,1959204.0
2005.0,PG-13,110.0,"Action, Adventure, Horror",Horror,4.3,24.0,18873.0,1891821.0
2013.0,N-13,123.0,"Comedy, Drama, Fantasy",Horror,7.3,79.0,91284.0,1879534.0
1995.0,R,106.0,"Horror, Mystery",Horror,4.3,8.0,8383.0,1781383.0
2011.0,N-16,121.0,"Drama, Horror, Thriller",Horror,7.4,85.0,91593.0,1729969.0
2015.0,PG-13,91.0,"Horror, Thriller",Horror,4.8,38.0,14323.0,1712111.0
1988.0,PG-13,113.0,"Fantasy, Horror, Mystery",Horror,6.7,70.0,6255.0,1705139.0
2004.0,R,114.0,"Action, Fantasy, Horror",Horror,6.4,58.0,52318.0,1487477.0
2017.0,R,107.0,"Biography, Drama, Horror",Horror,6.2,68.0,16460.0,1355664.0
2016.0,N-16,117.0,"Horror, Thriller",Horror,6.2,51.0,84675.0,1333124.0
2007.0,N-16,111.0,"Crime, Drama, Horror",Horror,6.6,44.0,90918.0,1294640.0
2006.0,R,99.0,"Horror, Mystery, Thriller",Horror,5.5,42.0,12456.0,1255524.0
2018.0,R,113.0,"Adventure, Drama, Horror",Horror,5.8,77.0,29211.0,1225852.0
1997.0,R,101.0,"Drama, Horror, Thriller",Horror,6.2,40.0,18839.0,1200000.0
2010.0,PG-13,108.0,"Action, Comedy, Crime",Horror,5.1,31.0,14679.0,1183354.0
2014.0,N-18,99.0,"Horror, Mystery, Thriller",Horror,6.7,81.0,44583.0,1168902.0
2012.0,R,101.0,"Horror, Thriller",Horror,5.1,57.0,27938.0,1163508.0
2011.0,R,88.0,"Action, Crime, Horror",Horror,6.2,50.0,62151.0,1104682.0
2006.0,R,110.0,"Action, Fantasy, Horror",Horror,4.6,33.0,12960.0,1018965.0
2006.0,PG-13,101.0,"Horror, Mystery, Thriller",Horror,5.0,34.0,4371.0,1008849.0
2007.0,R,95.0,"Fantasy, Horror, Sci-Fi",Horror,5.6,66.0,45883.0,958961.0
2005.0,R,87.0,Horror,Horror,4.6,25.0,9564.0,881745.0
2007.0,PG,81.0,"Action, Adventure, Family",Horror,3.8,30.0,656.0,817935.0
2016.0,R,102.0,"Horror, Thriller",Horror,5.1,35.0,18593.0,779820.0
2001.0,N-13,106.0,"Drama, Horror",Horror,7.4,78.0,61927.0,754749.0
2018.0,R,111.0,"Drama, Horror, Mystery",Horror,5.5,67.0,8764.0,713143.0
2000.0,R,106.0,"Crime, Horror, Mystery",Horror,6.9,49.0,58094.0,632548.0
1993.0,R,94.0,"Fantasy, Horror",Horror,6.7,70.0,27288.0,621392.0
1991.0,R,85.0,"Drama, Horror, Romance",Horror,6.5,67.0,3960.0,609524.0
2002.0,R,105.0,"Action, Horror, Mystery",Horror,6.1,55.0,21081.0,605562.0
2007.0,R,103.0,"Horror, Sci-Fi, Thriller",Horror,6.0,63.0,20370.0,597420.0
2008.0,R,88.0,Horror,Horror,4.6,24.0,5566.0,574940.0
2017.0,R,93.0,"Comedy, Horror, Musical",Horror,6.0,63.0,10784.0,545597.0
2014.0,R,93.0,"Action, Horror, Thriller",Horror,4.3,42.0,282.0,510957.0
2016.0,N-16,99.0,"Drama, Fantasy, Horror",Horror,7.0,81.0,60746.0,508425.0
2002.0,R,99.0,"Drama, Horror, Mystery",Horror,6.7,66.0,27952.0,503714.0
2007.0,R,106.0,"Drama, Horror, Thriller",Horror,5.9,69.0,11907.0,478492.0
2006.0,R,132.0,"Action, Fantasy, Horror",Horror,6.5,59.0,33335.0,450686.0
1994.0,R,93.0,"Drama, Horror",Horror,6.0,64.0,2947.0,446934.0
1993.0,R,87.0,"Horror, Sci-Fi",Horror,6.0,65.0,16736.0,428868.0
2009.0,N-18,108.0,"Drama, Horror, Thriller",Horror,6.6,49.0,116929.0,397070.0
2001.0,R,100.0,"Horror, Mystery",Horror,6.4,58.0,55067.0,378176.0
2012.0,R,83.0,"Comedy, Horror",Horror,3.7,24.0,40045.0,376512.0
2004.0,R,80.0,"Action, Crime, Horror",Horror,5.7,49.0,8444.0,367027.0
2011.0,R,93.0,Horror,Horror,3.6,31.0,2790.0,327000.0
2002.0,R,92.0,Horror,Horror,6.7,48.0,41346.0,325661.0
2006.0,R,93.0,"Comedy, Drama, Horror",Horror,6.7,70.0,28179.0,298110.0
2009.0,R,134.0,"Drama, Fantasy, Horror",Horror,7.1,73.0,42786.0,296441.0
2010.0,R,84.0,"Adventure, Fantasy, Horror",Horror,6.7,71.0,26978.0,263210.0
2009.0,R,91.0,"Action, Adventure, Fantasy",Horror,5.3,28.0,14441.0,257412.0
2018.0,R,118.0,"Biography, Drama, Horror",Horror,6.5,48.0,12700.0,253184.0
2010.0,PG-13,103.0,"Drama, Fantasy, Horror",Horror,7.0,61.0,68975.0,252652.0
2005.0,R,117.0,"Drama, Horror, Thriller",Horror,5.2,55.0,10610.0,251495.0
1992.0,R,104.0,"Comedy, Fantasy, Horror",Horror,7.5,54.0,91514.0,242623.0
2009.0,R,89.0,"Fantasy, Horror, Thriller",Horror,4.4,31.0,1118.0,224409.0
2010.0,R,89.0,"Comedy, Horror",Horror,7.5,65.0,165620.0,223838.0
2006.0,R,80.0,Horror,Horror,3.0,32.0,3470.0,215300.0
2008.0,PG,88.0,"Comedy, Drama, Family",Horror,6.4,46.0,14572.0,206678.0
2004.0,R,84.0,"Horror, Thriller",Horror,5.5,45.0,2352.0,187786.0
1994.0,R,87.0,"Comedy, Horror, Thriller",Horror,3.3,50.0,20158.0,186712.0
2009.0,R,92.0,Horror,Horror,4.4,33.0,73370.0,181467.0
2016.0,R,118.0,"Drama, Horror, Romance",Horror,5.3,62.0,26815.0,177680.0
2007.0,R,84.0,"Comedy, Fantasy, Horror",Horror,6.2,36.0,23660.0,173066.0
2005.0,R,98.0,"Drama, Fantasy, Horror",Horror,5.1,34.0,9770.0,167723.0
2006.0,R,93.0,"Comedy, Horror, Thriller",Horror,5.7,57.0,29040.0,155873.0
2000.0,R,103.0,"Animation, Action, Fantasy",Horror,7.7,62.0,29280.0,151086.0
2002.0,R,93.0,"Comedy, Drama, Horror",Horror,6.6,58.0,33241.0,150277.0
2014.0,PG-13,97.0,"Fantasy, Horror, Thriller",Horror,4.2,24.0,4542.0,149337.0
2002.0,R,101.0,"Biography, Crime, Drama",Horror,5.6,63.0,9576.0,144008.0
2001.0,PG,90.0,"Comedy, Horror, Sci-Fi",Horror,7.0,45.0,4674.0,143121.0
2012.0,R,99.0,"Comedy, Fantasy, Horror",Horror,6.4,53.0,36253.0,141307.0
2008.0,R,98.0,"Horror, Musical, Sci-Fi",Horror,6.6,32.0,23655.0,140244.0
2008.0,R,84.0,"Comedy, Drama, Horror",Horror,6.0,62.0,4433.0,140016.0
2006.0,R,96.0,"Comedy, Horror, Thriller",Horror,6.5,62.0,36666.0,136432.0
2009.0,R,88.0,"Drama, Horror, Romance",Horror,6.1,67.0,2748.0,132390.0
2010.0,N-18,144.0,"Action, Crime, Drama",Horror,7.8,67.0,111806.0,128392.0
1997.0,R,94.0,"Fantasy, Horror, Mystery",Horror,6.0,36.0,9625.0,125397.0
2013.0,R,85.0,"Action, Adventure, Horror",Horror,6.3,56.0,21892.0,121179.0
2009.0,PG,90.0,"Comedy, Horror, Sci-Fi",Horror,5.7,48.0,3760.0,104526.0
2015.0,R,94.0,"Drama, Fantasy, Horror",Horror,6.1,80.0,5242.0,104038.0
2009.0,R,90.0,"Comedy, Drama, Horror",Horror,4.9,43.0,20347.0,101740.0
2004.0,R,98.0,"Horror, Thriller",Horror,5.2,37.0,9310.0,101107.0
2009.0,R,95.0,"Horror, Mystery",Horror,6.4,73.0,41196.0,100659.0
2001.0,R,91.0,"Horror, Mystery, Thriller",Horror,5.0,63.0,4037.0,100319.0
2012.0,R,116.0,"Horror, Thriller",Horror,5.8,55.0,57187.0,99770.0
2015.0,N-16,92.0,"Drama, Fantasy, Horror",Horror,6.3,72.0,6677.0,98818.0
2010.0,R,82.0,"Comedy, Fantasy, Horror",Horror,5.8,59.0,34366.0,98017.0
2010.0,R,108.0,"Horror, Thriller",Horror,6.3,27.0,76521.0,93051.0
2018.0,N-18,152.0,"Crime, Drama, Horror",Horror,6.8,42.0,59643.0,87008.0
2013.0,R,145.0,"Action, Adventure, Comedy",Horror,5.6,56.0,19296.0,86796.0
2012.0,R,118.0,"Drama, Fantasy, Horror",Horror,6.5,66.0,41328.0,84293.0
2008.0,N-16,98.0,"Horror, Mystery, Thriller",Horror,6.0,58.0,60302.0,83361.0
2006.0,N-16,87.0,"Comedy, Horror, Sci-Fi",Horror,5.8,62.0,39114.0,82987.0
2015.0,R,134.0,"Drama, Fantasy, Horror",Horror,6.4,72.0,26518.0,80809.0
2014.0,R,89.0,"Comedy, Fantasy, Horror",Horror,5.6,50.0,19941.0,80315.0
2011.0,R,101.0,"Drama, Horror, Mystery",Horror,5.5,64.0,33015.0,77501.0
2013.0,R,105.0,"Drama, Horror, Thriller",Horror,5.9,71.0,20075.0,76633.0
2004.0,R,118.0,Horror,Horror,7.0,66.0,18720.0,75829.0
2012.0,R,86.0,"Horror, Thriller",Horror,6.0,26.0,19025.0,72140.0
2006.0,R,92.0,"Comedy, Horror, Thriller",Horror,6.7,66.0,21829.0,69136.0
2005.0,R,120.0,"Drama, Fantasy, Horror",Horror,6.5,26.0,31961.0,66453.0
2010.0,R,85.0,"Action, Comedy, Horror",Horror,5.5,49.0,12523.0,62000.0
2017.0,R,98.0,"Comedy, Crime, Horror",Horror,6.0,58.0,8717.0,61899.0
2003.0,R,114.0,"Drama, Horror",Horror,6.6,71.0,9949.0,61439.0
2007.0,R,102.0,"Drama, Horror, Thriller",Horror,5.1,52.0,9430.0,58669.0
2010.0,R,110.0,"Horror, Sci-Fi, Thriller",Horror,6.1,49.0,13226.0,56129.0
2014.0,R,88.0,"Action, Comedy, Horror",Horror,5.7,49.0,23058.0,55749.0
2014.0,R,100.0,"Drama, Fantasy, Horror",Horror,5.7,42.0,22082.0,55007.0
2005.0,R,95.0,"Action, Comedy, Horror",Horror,6.3,43.0,29741.0,54556.0
2003.0,R,130.0,"Crime, Drama, Horror",Horror,7.0,58.0,11249.0,54419.0
1993.0,R,97.0,Horror,Horror,5.9,47.0,13933.0,54207.0
2009.0,R,96.0,"Horror, Thriller",Horror,4.8,48.0,2523.0,53723.0
2012.0,R,114.0,"Action, Adventure, Drama",Horror,6.2,36.0,58712.0,52624.0
2001.0,R,119.0,"Horror, Mystery, Sci-Fi",Horror,6.6,70.0,16880.0,49046.0
2005.0,R,158.0,"Crime, Drama, Horror",Horror,5.4,21.0,6999.0,44785.0
2017.0,R,100.0,"Drama, Fantasy, Horror",Horror,4.3,39.0,1674.0,42603.0
2003.0,R,104.0,"Action, Comedy, Fantasy",Horror,5.4,34.0,12557.0,41196.0
2012.0,R,89.0,"Action, Adventure, Horror",Horror,4.8,39.0,11223.0,40179.0
2010.0,R,107.0,"Action, Adventure, Comedy",Horror,6.5,70.0,13269.0,40029.0
2002.0,R,108.0,"Crime, Horror, Mystery",Horror,6.1,45.0,2991.0,39381.0
2007.0,R,92.0,"Horror, Mystery, Sci-Fi",Horror,7.2,68.0,58627.0,38108.0
2004.0,PG-13,94.0,"Adventure, Comedy, Fantasy",Horror,6.5,62.0,3911.0,36830.0
2016.0,PG-13,84.0,"Drama, Fantasy, Horror",Horror,6.9,83.0,24334.0,30999.0
2017.0,R,80.0,Horror,Horror,4.6,64.0,11153.0,30611.0
2017.0,R,116.0,"Drama, Horror, Mystery",Horror,6.3,70.0,22509.0,28660.0
2004.0,R,107.0,"Horror, Mystery, Thriller",Horror,4.8,43.0,1286.0,28089.0
2009.0,R,85.0,"Action, Adventure, Fantasy",Horror,6.5,52.0,68871.0,27766.0
2016.0,R,76.0,"Drama, Horror",Horror,6.2,63.0,11435.0,25981.0
2013.0,R,98.0,"Adventure, Horror, Sci-Fi",Horror,5.5,46.0,35470.0,23838.0
2010.0,R,102.0,"Action, Adventure, Drama",Horror,6.4,71.0,44580.0,22554.0
2010.0,R,92.0,"Horror, Mystery, Thriller",Horror,4.9,50.0,25032.0,22197.0
2011.0,R,112.0,"Drama, Horror, Sci-Fi",Horror,5.8,28.0,35458.0,22000.0
2013.0,R,96.0,"Horror, Thriller",Horror,6.0,49.0,36179.0,21833.0
2019.0,N-16,90.0,"Drama, Horror, Mystery",Horror,5.6,63.0,15840.0,21072.0
2001.0,R,129.0,"Action, Comedy, Crime",Horror,7.0,55.0,52381.0,20285.0
2017.0,R,95.0,"Drama, Horror, Sci-Fi",Horror,5.5,57.0,7788.0,20261.0
2007.0,R,91.0,"Drama, Horror, Thriller",Horror,5.8,52.0,21922.0,20146.0
2013.0,R,85.0,"Comedy, Horror",Horror,5.7,62.0,6892.0,19613.0
1997.0,R,95.0,"Crime, Drama, History",Horror,5.5,56.0,3054.0,19140.0
2010.0,R,98.0,"Drama, Horror, Sci-Fi",Horror,6.5,66.0,40656.0,18469.0
2008.0,R,99.0,"Crime, Drama, Horror",Horror,5.1,43.0,10586.0,18378.0
2018.0,R,81.0,"Horror, Mystery, Thriller",Horror,5.6,63.0,6268.0,15856.0
2007.0,R,100.0,"Drama, Horror, Thriller",Horror,4.6,41.0,1949.0,15213.0
2012.0,R,97.0,"Drama, Horror, Romance",Horror,5.5,48.0,4660.0,14325.0
2004.0,R,92.0,"Drama, Fantasy, Horror",Horror,6.1,50.0,4980.0,13893.0
2000.0,R,101.0,"Horror, Thriller",Horror,3.6,14.0,181.0,9972.0
2014.0,R,87.0,"Drama, Fantasy, Horror",Horror,5.7,65.0,24322.0,9168.0
2014.0,R,93.0,"Horror, Thriller",Horror,6.3,44.0,33839.0,9134.0
2013.0,R,99.0,"Horror, Thriller",Horror,6.1,49.0,17124.0,9039.0
2012.0,R,80.0,"Action, Adventure, Fantasy",Horror,5.0,45.0,33294.0,8973.0
2014.0,R,77.0,"Comedy, Horror",Horror,4.8,44.0,16879.0,8163.0
2011.0,N-18,119.0,"Biography, Crime, Drama",Horror,6.6,66.0,17229.0,8012.0
2016.0,R,94.0,"Horror, Thriller",Horror,5.7,48.0,15857.0,8004.0
2013.0,R,100.0,Horror,Horror,4.4,12.0,4770.0,7886.0
2015.0,R,89.0,Horror,Horror,5.9,58.0,16926.0,6250.0
2012.0,R,93.0,"Drama, Horror, Thriller",Horror,4.8,17.0,3480.0,6111.0
2002.0,R,99.0,"Biography, Crime, Drama",Horror,5.8,37.0,7259.0,6073.0
2007.0,R,107.0,"Crime, Horror, Thriller",Horror,5.5,43.0,9021.0,5912.0
2008.0,R,91.0,"Horror, Thriller",Horror,6.8,65.0,77064.0,5824.0
2000.0,R,103.0,"Horror, Thriller",Horror,6.1,33.0,11727.0,5725.0
2012.0,R,114.0,"Action, Horror, Mystery",Horror,5.0,58.0,19313.0,5460.0
2019.0,R,87.0,"Horror, Mystery, Thriller",Horror,5.1,53.0,2476.0,5123.0
2013.0,R,98.0,"Comedy, Horror",Horror,4.9,41.0,8953.0,4980.0
2018.0,R,104.0,"Action, Comedy, Fantasy",Horror,5.3,39.0,12083.0,4665.0
2014.0,R,96.0,"Fantasy, Horror, Mystery",Horror,5.8,31.0,4921.0,4156.0
2011.0,R,82.0,"Drama, Fantasy, Horror",Horror,4.9,38.0,6289.0,3838.0
2013.0,R,87.0,"Action, Drama, Horror",Horror,5.2,41.0,5773.0,3453.0
2012.0,PG-13,92.0,"Comedy, Horror, Romance",Horror,5.2,57.0,9521.0,2964.0
2014.0,R,81.0,"Horror, Thriller",Horror,4.2,38.0,15100.0,2567.0
2011.0,R,108.0,"Horror, Thriller",Horror,5.3,32.0,3329.0,1678.0
1999.0,R,124.0,"Comedy, Horror",Horror,6.2,24.0,4894.0,1434.0
2017.0,R,110.0,"Drama, Horror, Mystery",Horror,6.7,63.0,25533.0,1377.0
2012.0,R,110.0,"Drama, Horror, Romance",Horror,4.4,45.0,2687.0,1041.0
2017.0,PG-13,87.0,"Horror, Thriller",Horror,4.8,42.0,12945.0,742.0
2014.0,R,95.0,"Action, Adventure, Fantasy",Horror,5.3,53.0,16405.0,708.0
2013.0,R,99.0,"Action, History, Horror",Horror,4.5,44.0,7757.0,438.0
1997.0,PG-13,194.0,"Drama, Romance",Romance,7.8,75.0,1049553.0,659325379.0
2004.0,PG,93.0,"Animation, Adventure, Comedy",Romance,7.2,75.0,420856.0,436471036.0
2019.0,N-7,128.0,"Adventure, Family, Fantasy",Romance,6.9,53.0,228983.0,355559216.0
1994.0,PG-13,142.0,"Drama, Romance",Romance,8.8,82.0,1816383.0,330252182.0
2010.0,PG-13,124.0,"Action, Adventure, Drama",Romance,5.0,58.0,228720.0,300531751.0
2009.0,PG-13,130.0,"Adventure, Drama, Fantasy",Romance,4.7,44.0,266478.0,296623634.0
2012.0,N-13,115.0,"Adventure, Drama, Fantasy",Romance,5.5,52.0,232168.0,292298923.0
2011.0,PG-13,117.0,"Adventure, Drama, Fantasy",Romance,4.9,45.0,224551.0,281287133.0
2004.0,PG-13,115.0,"Comedy, Romance",Romance,6.3,41.0,253418.0,279261160.0
2002.0,PG,95.0,"Comedy, Drama, Romance",Romance,6.6,62.0,120078.0,241438208.0
2014.0,N-7,97.0,"Action, Adventure, Family",Romance,7.0,56.0,345283.0,241410378.0
2010.0,V,93.0,"Animation, Adventure, Comedy",Romance,6.3,58.0,185396.0,238371987.0
2000.0,PG-13,143.0,"Adventure, Drama, Romance",Romance,7.8,73.0,526079.0,233632142.0
2005.0,PG-13,187.0,"Action, Adventure, Drama",Romance,7.2,81.0,392479.0,218080025.0
2018.0,N-13,136.0,"Drama, Music, Romance",Romance,7.6,88.0,336532.0,215288866.0
2005.0,R,119.0,"Comedy, Romance",Romance,6.9,64.0,333225.0,209218368.0
2010.0,N-7,100.0,"Animation, Adventure, Comedy",Romance,7.7,71.0,407092.0,200821936.0
2001.0,PG-13,183.0,"Action, Drama, History",Romance,6.2,44.0,312074.0,198542554.0
2006.0,V,108.0,"Animation, Adventure, Comedy",Romance,6.4,77.0,170501.0,198000317.0
1978.0,PG,110.0,"Musical, Romance",Romance,7.2,70.0,242939.0,188755690.0
1937.0,Approved,83.0,"Animation, Family, Fantasy",Romance,7.6,95.0,182078.0,184925485.0
2000.0,PG-13,127.0,"Comedy, Fantasy, Romance",Romance,6.4,47.0,192056.0,182811707.0
1990.0,R,119.0,"Comedy, Romance",Romance,7.0,51.0,290835.0,178406268.0
1998.0,R,119.0,"Comedy, Romance",Romance,7.1,69.0,291319.0,176484651.0
2018.0,N-13,120.0,"Comedy, Drama, Romance",Romance,6.9,74.0,143021.0,174532921.0
2003.0,PG,97.0,"Adventure, Comedy, Family",Romance,7.0,64.0,231802.0,173398518.0
2000.0,PG-13,108.0,"Comedy, Romance",Romance,7.0,73.0,311752.0,166244045.0
2015.0,N-18,125.0,"Drama, Romance, Thriller",Romance,4.1,46.0,298293.0,166167230.0
1996.0,R,139.0,"Comedy, Drama, Romance",Romance,7.3,77.0,243635.0,153952592.0
2008.0,R,145.0,"Comedy, Drama, Romance",Romance,5.6,53.0,116259.0,152647258.0
1999.0,PG,116.0,"Comedy, Romance",Romance,5.6,39.0,93146.0,152257509.0
2016.0,N-13,128.0,"Comedy, Drama, Music",Romance,8.0,94.0,508437.0,151101803.0
2012.0,N-13,158.0,"Drama, History, Musical",Romance,7.6,63.0,309627.0,148809770.0
2007.0,R,129.0,"Comedy, Romance",Romance,6.9,85.0,351347.0,148734225.0
1997.0,PG-13,139.0,"Comedy, Drama, Romance",Romance,7.7,67.0,276489.0,148478011.0
2010.0,PG-13,98.0,"Comedy, Romance",Romance,5.5,27.0,106843.0,148383780.0
2013.0,N-13,143.0,"Drama, Romance",Romance,7.2,55.0,480972.0,144840419.0
2008.0,PG-13,108.0,"Comedy, Musical, Romance",Romance,6.4,51.0,216851.0,144130063.0
2008.0,N-13,120.0,"Drama, Romance",Romance,8.0,84.0,800373.0,141319928.0
1998.0,PG-13,120.0,"Action, Drama, Romance",Romance,6.2,40.0,164941.0,140464664.0
1997.0,R,126.0,"Drama, Romance",Romance,8.3,70.0,864696.0,138433435.0
2006.0,PG-13,107.0,"Comedy, Drama, Fantasy",Romance,6.4,45.0,306561.0,137355633.0
1998.0,PG-13,115.0,"Biography, Comedy, Drama",Romance,6.8,25.0,105636.0,135026902.0
2012.0,N-13,122.0,"Comedy, Drama, Romance",Romance,7.7,81.0,663393.0,132092958.0
1996.0,PG-13,95.0,"Comedy, Romance, Sci-Fi",Romance,5.6,62.0,110160.0,128814019.0
2000.0,PG-13,120.0,"Action, Adventure, Fantasy",Romance,7.8,94.0,253778.0,128078872.0
2007.0,V,107.0,"Animation, Comedy, Family",Romance,7.0,75.0,177226.0,127807262.0
2008.0,PG-13,166.0,"Drama, Fantasy, Romance",Romance,7.8,70.0,591027.0,127509326.0
2002.0,PG-13,108.0,"Comedy, Romance",Romance,6.2,45.0,102796.0,127223418.0
1997.0,PG-13,105.0,"Comedy, Drama, Romance",Romance,6.3,50.0,130211.0,127120029.0
2016.0,N-13,110.0,"Action, Adventure, Drama",Romance,6.2,44.0,163801.0,126643061.0
1993.0,PG,105.0,"Comedy, Drama, Romance",Romance,6.8,72.0,161184.0,126533006.0
2002.0,PG-13,96.0,"Comedy, Romance",Romance,5.8,24.0,136594.0,126293452.0
2012.0,PG-13,104.0,"Drama, Romance",Romance,6.8,43.0,184338.0,125014030.0
2014.0,N-13,126.0,"Drama, Romance",Romance,7.7,69.0,345212.0,124872350.0
2003.0,N-7,128.0,"Comedy, Drama, Romance",Romance,6.7,66.0,112221.0,124728738.0
2000.0,PG-13,106.0,"Comedy, Romance, Sci-Fi",Romance,4.4,38.0,48398.0,123309890.0
1992.0,R,129.0,"Action, Drama, Music",Romance,6.3,39.0,120158.0,121945720.0
2004.0,PG-13,99.0,"Comedy, Drama, Romance",Romance,6.8,48.0,327913.0,120908074.0
2018.0,N-13,114.0,"Comedy, Musical, Romance",Romance,6.6,60.0,80831.0,120634935.0
2008.0,PG-13,88.0,"Comedy, Drama, Romance",Romance,5.7,41.0,66324.0,120146040.0
2007.0,V,115.0,"Comedy, Romance",Romance,5.9,37.0,141212.0,120059556.0
2005.0,PG-13,136.0,"Biography, Drama, Music",Romance,7.8,72.0,234760.0,119519402.0
2007.0,V,117.0,"Comedy, Drama, Musical",Romance,6.6,81.0,120009.0,118871849.0
2006.0,PG-13,106.0,"Comedy, Drama, Romance",Romance,5.8,45.0,125765.0,118703275.0
1999.0,PG-13,124.0,"Comedy, Drama, Romance",Romance,7.1,68.0,276551.0,116089678.0
1998.0,PG,119.0,"Comedy, Drama, Romance",Romance,6.7,57.0,195910.0,115821495.0
2017.0,N-18,118.0,"Drama, Romance",Romance,4.6,33.0,92284.0,114376885.0
2009.0,R,121.0,"Comedy, Drama, Romance",Romance,6.5,57.0,86541.0,112735375.0
1965.0,PG-13,197.0,"Drama, Romance, War",Romance,8.0,69.0,70116.0,111722000.0
2003.0,PG,97.0,"Comedy, Family, Fantasy",Romance,6.2,70.0,125711.0,110230332.0
2015.0,N-16,125.0,"Comedy, Drama, Romance",Romance,6.2,75.0,129607.0,110212700.0
2008.0,V,99.0,"Adventure, Comedy, Family",Romance,6.0,33.0,88448.0,110101975.0
2005.0,R,116.0,"Comedy, Romance",Romance,7.1,73.0,396569.0,109449237.0
2001.0,G,111.0,"Comedy, Family, Romance",Romance,6.3,52.0,129005.0,108248956.0
2019.0,PG,135.0,"Drama, Romance",Romance,7.8,91.0,145307.0,108101214.0
2000.0,PG-13,109.0,"Action, Comedy, Crime",Romance,6.3,43.0,188634.0,106807667.0
1993.0,R,117.0,"Drama, Romance",Romance,6.0,35.0,64174.0,106614100.0
1970.0,PG,100.0,"Drama, Romance",Romance,6.9,84.0,31175.0,106400000.0
2003.0,PG-13,116.0,"Comedy, Romance",Romance,6.4,45.0,212212.0,105813373.0
1997.0,PG,92.0,"Action, Adventure, Comedy",Romance,5.5,53.0,71811.0,105263257.0
1967.0,PG,106.0,"Comedy, Drama, Romance",Romance,8.0,83.0,254329.0,104945305.0
1996.0,PG,123.0,"Drama, Fantasy, Romance",Romance,6.4,41.0,74531.0,104636382.0
2009.0,V,97.0,"Animation, Adventure, Comedy",Romance,7.1,73.0,124892.0,104400899.0
2011.0,PG-13,117.0,"Comedy, Romance",Romance,6.4,33.0,222217.0,103028109.0
2001.0,R,136.0,"Fantasy, Mystery, Romance",Romance,6.9,45.0,249331.0,100614858.0
2018.0,N-18,105.0,"Drama, Romance, Thriller",Romance,4.5,31.0,56185.0,100407760.0
1998.0,R,123.0,"Comedy, Drama, History",Romance,7.1,87.0,214433.0,100317794.0
2011.0,R,92.0,"Comedy, Romance",Romance,5.6,47.0,193551.0,100292856.0
2010.0,PG-13,88.0,"Comedy, Crime, Romance",Romance,6.3,56.0,152660.0,98711404.0
2008.0,PG-13,104.0,"Comedy, Romance",Romance,6.8,46.0,336428.0,97690976.0
2019.0,N-7,122.0,"Drama, Romance",Romance,7.4,64.0,40188.0,96854135.0
2007.0,PG-13,103.0,"Comedy, Romance",Romance,4.1,27.0,68814.0,95673607.0
2003.0,R,154.0,"Adventure, Drama, History",Romance,7.2,73.0,140192.0,95636509.0
2010.0,R,146.0,"Comedy, Drama, Romance",Romance,4.5,27.0,74550.0,95347692.0
2008.0,PG,91.0,"Adventure, Comedy, Drama",Romance,3.8,41.0,22876.0,94514402.0
2009.0,PG-13,123.0,"Biography, Drama, Romance",Romance,7.0,66.0,108543.0,94125426.0
1998.0,PG-13,136.0,"Action, Adventure, Comedy",Romance,6.7,63.0,169445.0,94095523.0
2002.0,PG-13,105.0,"Comedy, Drama, Romance",Romance,5.3,45.0,84362.0,94011225.0
