title,year,certificate,length,genres,category,rating,metascore,total_votes,US_box_office
Everybody's All-American,1988,nan,127 min,"Drama, Romance, Sport",Drama,6.2,nan,2969,12638294
Bad Influence,1990,nan,99 min,"Drama, Thriller",Drama,6.2,63,7454,12626043
"They Shoot Horses, Don't They?",1969,M,129 min,Drama,Drama,7.9,72,16309,12600000
La misma luna,2007,PG-13,106 min,"Adventure, Drama",Drama,7.3,59,6604,12589108
Auklejimas,2009,PG-13,100 min,Drama,Drama,7.3,85,128959,12574715
Silent House,2011,R,86 min,"Drama, Horror, Mystery",Drama,5.2,49,21796,12555230
"Manau, kad myliu savo žmoną",2007,R,94 min,"Comedy, Drama, Romance",Drama,5.5,49,16449,12550605
Idlewild,2006,R,121 min,"Crime, Drama, Musical",Drama,6.3,55,5272,12549485
Meile ir gailestingumas,2014,N-13,121 min,"Biography, Drama, Music",Drama,7.4,80,36233,12547189
Švyturys tarp dvieju vandenynu,2016,N-13,133 min,"Drama, Romance",Drama,7.2,60,52356,12545979
Rio Bravo,1959,nan,141 min,"Action, Drama, Western",Drama,8.0,93,56459,12535000
Compromising Positions,1985,nan,99 min,"Comedy, Drama, Mystery",Drama,5.9,65,934,12531831
Love Jones,1997,R,104 min,"Drama, Romance",Drama,7.5,nan,3974,12514138
Laisvės šalis,2006,R,113 min,"Crime, Drama, Mystery",Drama,5.1,43,15502,12512886
Onaji tsuki wo miteiru,2005,nan,106 min,Drama,Drama,5.6,nan,141,12507834
Karas ir taika,1956,PG,208 min,"Drama, Romance, War",Drama,6.8,nan,9131,12500000
Prancuzu ryšininkas 2,1975,nan,119 min,"Action, Crime, Drama",Drama,6.8,68,16741,12484444
Oru pranešejas,2005,R,102 min,"Comedy, Drama",Drama,6.5,61,77679,12482775
Ben-Hur: A Tale of the Christ,1925,nan,143 min,"Adventure, Drama, Romance",Drama,7.8,nan,7125,12449980
Ostavljeni,2010,nan,88 min,Drama,Drama,6.5,nan,273,12442574
Irreconcilable Differences,1984,nan,113 min,"Comedy, Drama, Romance",Drama,5.8,52,2860,12414210
Kodel kvailiai isimyli?,1998,R,116 min,"Biography, Drama, Music",Drama,6.4,nan,3727,12413650
Žmones kaip mes,2012,PG-13,114 min,"Comedy, Drama",Drama,7.1,49,41613,12412386
Monsignor,1982,nan,121 min,"Crime, Drama, War",Drama,5.1,nan,827,12408066
Paslaptis iš praeities,2007,PG-13,117 min,"Drama, Romance",Drama,6.5,45,12995,12406646
Nenugaletas,2002,R,96 min,"Action, Crime, Drama",Drama,6.2,58,29072,12398628
Mažiau nei nulis,1987,nan,98 min,"Crime, Drama",Drama,6.5,48,18338,12396383
Dangal,2016,nan,161 min,"Action, Biography, Drama",Drama,8.4,nan,157446,12391761
Laiškanešys skambina du kartus,1981,nan,122 min,"Crime, Drama, Romance",Drama,6.6,61,21676,12376625
Gataka,1997,PG-13,106 min,"Drama, Sci-Fi, Thriller",Drama,7.8,64,281451,12339633
Trys nepazistami broliai,2018,PG-13,96 min,"Documentary, Biography, Drama",Drama,7.6,81,28439,12320845
Jokio pasigailejimo,1986,nan,106 min,"Crime, Drama, Romance",Drama,5.7,54,6845,12303904
A Stranger Among Us,1992,PG-13,110 min,"Crime, Drama, Romance",Drama,5.6,nan,3487,12282994
Tikra meilė,1993,R,119 min,"Crime, Drama, Romance",Drama,7.9,59,207508,12281500
Before I Fall,2017,PG-13,98 min,"Drama, Fantasy, Mystery",Drama,6.5,58,46470,12241072
Vienišas vilkas Makveidas,1983,nan,107 min,"Action, Crime, Drama",Drama,6.4,65,11045,12232628
Toli nuo skubancios minios,2015,N-13,119 min,"Drama, Romance",Drama,7.1,71,45443,12229314
The Heartbreak Kid,1972,nan,106 min,"Comedy, Drama, Romance",Drama,6.9,nan,4015,12208000
Solomon and Sheba,1959,nan,141 min,"Drama, History, Romance",Drama,6.2,nan,2922,12200000
Šeimos reikalai,1989,nan,110 min,"Crime, Drama",Drama,5.8,54,12143,12195695
The 33,2015,PG-13,127 min,"Biography, Drama, History",Drama,6.9,55,35895,12188642
Rožinis kadilakas,1989,nan,122 min,"Action, Comedy, Crime",Drama,5.4,nan,10829,12143484
After. Kai mes susitikom,nan,N-13,105 min,"Drama, Romance",Drama,5.3,30,38938,12138565
Judgment Night,1993,R,110 min,"Action, Crime, Drama",Drama,6.7,46,15480,12136938
Įsileisk mane,nan,N-16,116 min,"Drama, Fantasy, Horror",Drama,7.1,79,113785,12134420
Roommates,1995,PG,108 min,"Comedy, Drama",Drama,6.4,nan,1736,12100000
Didysis pabėgimas,1963,nan,172 min,"Adventure, Drama, History",Drama,8.2,86,225366,12100000
Fokskečeris,2014,N-16,134 min,"Biography, Drama, History",Drama,7.0,81,134830,12096300
Bliuzo vyrai,2008,R,100 min,"Comedy, Drama, Music",Drama,6.4,49,10438,12081447
Holy Man,1998,PG,114 min,"Comedy, Drama",Drama,4.9,41,19037,12065985
Sunshine Cleaning,2008,R,91 min,"Comedy, Drama",Drama,6.8,61,69626,12062558
The Kitchen,2019,R,102 min,"Action, Crime, Drama",Drama,5.5,35,16056,12049257
Fatal Beauty,1987,nan,104 min,"Action, Comedy, Crime",Drama,5.5,nan,3312,12046526
Sapnuose,1999,R,100 min,"Drama, Fantasy, Thriller",Drama,5.5,nan,12283,12017369
Dievo dovana,2000,R,112 min,"Drama, Fantasy, Horror",Drama,6.6,62,63772,12008642
Ieškant Emi,1997,R,113 min,"Comedy, Drama, Romance",Drama,7.2,71,132386,12006514
Sorcerer,1977,nan,121 min,"Adventure, Drama, Thriller",Drama,7.7,68,18180,12000000
Naujasis Paradiso kino teatras,1988,R,155 min,"Drama, Romance",Drama,8.5,80,231751,11990401
End of the Spear,2005,PG-13,108 min,"Adventure, Biography, Drama",Drama,6.8,45,4944,11967000
"Roman J. Israel, Esq.",2017,PG-13,122 min,"Crime, Drama, Thriller",Drama,6.5,58,33501,11962712
Drakono garbė,2005,R,111 min,"Action, Crime, Drama",Drama,7.1,52,35247,11905519
Kelyje su Dardžylingu,2007,N-7,91 min,"Adventure, Comedy, Drama",Drama,7.2,67,180945,11902715
Blinded by the Light,2019,PG-13,118 min,"Comedy, Drama, Music",Drama,6.9,71,19885,11901145
Žmogžudystės anatomija,1959,nan,161 min,"Crime, Drama, Mystery",Drama,8.0,95,60000,11900000
Making Love,1982,nan,113 min,Drama,Drama,6.9,nan,2434,11897978
Sidnė Vait,2007,PG-13,108 min,"Comedy, Drama, Romance",Drama,6.2,45,46119,11892415
Atsargiai! Durys užsidaro,1998,nan,99 min,"Comedy, Drama, Fantasy",Drama,6.7,59,63667,11883495
Big Night,1996,R,109 min,"Drama, Romance",Drama,7.3,80,17920,11881039
Kraštutines priemones,2010,PG,106 min,Drama,Drama,6.4,45,16308,11854694
Padmaavat,2018,nan,164 min,"Drama, History, Romance",Drama,7.0,63,27685,11846060
Moulin Rouge,1952,nan,119 min,"Biography, Drama, Music",Drama,7.0,nan,5046,11810000
Kruvinas sportas,1988,nan,92 min,"Action, Biography, Drama",Drama,6.8,29,77070,11806119
Pagrok man miglą,1971,nan,102 min,"Drama, Thriller",Drama,7.0,78,25736,11800340
Yankee Doodle Dandy,1942,nan,126 min,"Biography, Drama, Music",Drama,7.7,89,14140,11800000
Tales from the Hood,1995,R,98 min,"Crime, Drama, Horror",Drama,6.4,nan,7142,11797927
Susišaudymas O.K. Korale,1957,nan,122 min,"Biography, Drama, Western",Drama,7.2,nan,14116,11750000
Strictly Ballroom,1992,PG,94 min,"Comedy, Drama, Music",Drama,7.2,72,25104,11738022
Mergina su perlo auskaru,2003,PG-13,100 min,"Biography, Drama, Romance",Drama,6.9,72,72494,11634362
Gaujos vyrukai,2001,R,92 min,"Crime, Drama, Thriller",Drama,6.1,30,22843,11632420
Gross Anatomy,1989,nan,109 min,Drama,Drama,6.2,nan,3509,11604598
Paskutinis bučinys,2006,R,115 min,"Comedy, Drama, Romance",Drama,6.4,57,40877,11596143
Henris ir Džune,1990,nan,136 min,"Biography, Drama",Drama,6.3,nan,12357,11567449
The Other Side of the Mountain: Part II,1978,nan,100 min,"Biography, Drama, Romance",Drama,6.2,nan,307,11565678
Pump Up the Volume,1990,nan,102 min,"Comedy, Drama, Music",Drama,7.2,77,26382,11541758
Konspiratore,2010,PG-13,122 min,"Crime, Drama, History",Drama,6.9,55,27787,11538204
Vaikinai neverkia,1999,R,118 min,"Biography, Crime, Drama",Drama,7.5,86,92484,11533945
Shattered,1991,R,98 min,"Crime, Drama, Mystery",Drama,6.5,nan,8422,11511031
The Longshots,2008,PG,94 min,"Biography, Comedy, Drama",Drama,5.4,52,3860,11508423
Malholando uola,1996,R,107 min,"Crime, Drama, Mystery",Drama,6.3,nan,15898,11500000
Žodžiai,2012,PG-13,102 min,"Drama, Mystery, Romance",Drama,7.0,37,74764,11494838
Vagis,1981,nan,123 min,"Action, Crime, Drama",Drama,7.4,78,25661,11492915
Upe,1984,nan,124 min,Drama,Drama,6.4,46,6375,11489982
Povandeninis laivas,1981,R,149 min,"Adventure, Drama, Thriller",Drama,8.3,86,232591,11487676
Ikaitai,1994,R,96 min,"Comedy, Crime, Drama",Drama,6.9,nan,23476,11439193
Uosto naujienos,2001,R,111 min,Drama,Drama,6.7,47,31890,11434216
Something New,nan,PG-13,99 min,"Comedy, Drama, Romance",Drama,6.7,64,12732,11425894
Paukščiai,1963,nan,119 min,"Drama, Horror, Mystery",Drama,7.7,90,172188,11403529
Dženifer 8,1992,R,124 min,"Crime, Drama, Mystery",Drama,6.3,nan,15498,11390479
Baltas,1995,nan,78 min,"Animation, Adventure, Drama",Drama,7.1,nan,39949,11348324
From the Terrace,1960,nan,149 min,"Drama, Romance",Drama,6.7,nan,2449,11336000
Elmer Gantry,1960,nan,146 min,Drama,Drama,7.8,nan,10440,11336000
Iš pragaro,2013,R,116 min,"Action, Crime, Drama",Drama,6.8,63,107322,11326836
Visos apsaugos priemones,1987,nan,96 min,"Action, Crime, Drama",Drama,6.7,51,6213,11307844
Gatavi drabužiai,1994,R,133 min,"Comedy, Drama",Drama,5.2,48,14389,11300653
Who's the Man?,1993,nan,85 min,"Comedy, Drama, Mystery",Drama,5.4,nan,8433,11299730
Kazanova,2005,R,112 min,"Adventure, Comedy, Drama",Drama,6.5,57,52029,11294832
Kitų gyvenimai,2006,R,137 min,"Drama, Mystery, Thriller",Drama,8.4,89,359936,11286112
Senis ir ginklas,2018,PG-13,93 min,"Biography, Comedy, Crime",Drama,6.7,80,40731,11277120
One Good Cop,1991,R,114 min,"Action, Crime, Drama",Drama,5.9,nan,3828,11276846
Unforgettable,nan,R,100 min,"Drama, Thriller",Drama,5.1,45,13983,11274490
Vilko draugija,2001,R,142 min,"Action, Adventure, Drama",Drama,7.0,57,62963,11260096
Bobis,nan,R,117 min,"Biography, Drama, History",Drama,7.0,54,41061,11242801
Džeine Eir,2011,PG-13,120 min,"Drama, Romance",Drama,7.3,76,81866,11242660
Chill Factor,1999,R,102 min,"Action, Adventure, Comedy",Drama,5.3,33,9248,11227940
Q & A,1990,nan,132 min,"Crime, Drama, Thriller",Drama,6.6,nan,5411,11207891
Barney's Great Adventure,1998,nan,76 min,"Adventure, Comedy, Drama",Drama,3.1,44,3159,11144518
Whispers in the Dark,1992,R,103 min,"Drama, Mystery, Thriller",Drama,5.5,nan,2014,11124511
Battle of the Bulge,1965,nan,167 min,"Drama, History, War",Drama,6.8,nan,14943,11118000
Danu mergina,2015,N-16,119 min,"Biography, Drama, Romance",Drama,7.1,66,164288,11114018
Dead Awake,2016,nan,99 min,"Drama, Horror, Mystery",Drama,4.6,nan,3049,11108321
Aukstuomenes klubas,2016,N-13,96 min,"Comedy, Drama, Romance",Drama,6.6,64,71490,11103205
Maiklas Kolinsas,1996,R,133 min,"Biography, Drama, Thriller",Drama,7.2,60,29589,11092559
Pasiutęs šuo ir Glorija,1993,R,97 min,"Comedy, Crime, Drama",Drama,6.2,71,20491,11081586
My Family,1995,R,128 min,Drama,Drama,7.3,nan,3725,11079373
Wild Orchid,1989,nan,105 min,"Drama, Romance",Drama,4.6,19,11357,11060485
Krush Groove,1985,nan,97 min,"Comedy, Drama, Music",Drama,6.5,37,2851,11052713
Skraidantys durklai,2004,PG-13,119 min,"Action, Adventure, Drama",Drama,7.5,89,108013,11050094
Moterų paslaptys,2007,PG-13,97 min,"Comedy, Drama, Romance",Drama,6.4,47,30960,11043445
Mrs. Henderson Presents,2005,R,103 min,"Comedy, Drama, Music",Drama,7.0,71,15131,11034436
The Wild Life,1984,nan,96 min,"Comedy, Drama",Drama,6.1,32,2392,11020375
Dogtauno ekstremalai,2005,PG-13,107 min,"Biography, Drama, Sport",Drama,7.1,56,52110,11008432
Viktorija: jaunoji karaliene,2009,N-7,105 min,"Biography, Drama, History",Drama,7.3,64,58043,11001272
It's My Turn,1980,nan,91 min,"Comedy, Drama",Drama,5.5,nan,846,11000000
Gator,1976,nan,115 min,"Action, Crime, Drama",Drama,5.9,41,3886,11000000
"Give 'em Hell, Harry!",1975,nan,104 min,"Biography, Comedy, Drama",Drama,7.2,nan,443,11000000
On the Beach,1959,nan,134 min,"Drama, Romance, Sci-Fi",Drama,7.1,55,12014,11000000
A Hole in the Head,1959,nan,120 min,"Comedy, Drama",Drama,6.3,nan,2307,11000000
A Farewell to Arms,1957,nan,152 min,"Drama, Romance, War",Drama,5.9,nan,2411,11000000
Tom Sawyer,1930,nan,86 min,"Adventure, Comedy, Drama",Drama,6.4,nan,164,11000000
The Big Parade,1925,nan,151 min,"Drama, Romance, War",Drama,7.9,nan,6194,11000000
For Love or Money,1993,nan,96 min,"Comedy, Drama, Romance",Drama,6.2,42,12837,10997166
The Astronaut Farmer,2006,PG,104 min,"Adventure, Drama, Sci-Fi",Drama,6.3,55,22116,10996440
D-War,2007,PG-13,107 min,"Action, Drama, Fantasy",Drama,3.5,33,23712,10977721
Antimonopolis,2001,PG-13,108 min,"Action, Crime, Drama",Drama,6.1,31,28460,10965209
The Man Who Loved Women,1983,nan,110 min,"Comedy, Drama, Romance",Drama,5.3,nan,2149,10964231
Moment by Moment,1978,nan,105 min,"Drama, Romance",Drama,3.0,nan,1056,10963824
What the #$*! Do We (K)now!?,2004,nan,109 min,"Documentary, Comedy, Drama",Drama,5.3,38,13231,10941801
Sekmes ratas,1999,PG-13,118 min,"Comedy, Drama",Drama,6.8,70,12781,10919177
Pakaks kariauti,2008,R,112 min,"Drama, War",Drama,6.4,61,19710,10911750
The Englishman Who Went Up a Hill But Came Down a Mountain,1995,PG,99 min,"Comedy, Drama, Romance",Drama,6.6,nan,16530,10904930
California Split,1974,nan,108 min,"Comedy, Drama",Drama,7.2,84,5449,10900000
Raudoni bateliai,1948,nan,135 min,"Drama, Music, Romance",Drama,8.1,nan,31064,10900000
The Singing Fool,1928,nan,105 min,"Drama, Musical",Drama,6.2,nan,209,10900000
Pasmerktas mirti,2013,R,118 min,"Action, Crime, Drama",Drama,6.5,39,63963,10880926
The Man in the Gray Flannel Suit,1956,nan,153 min,"Drama, Romance, War",Drama,7.1,nan,3270,10875000
Pergale,1981,nan,116 min,"Drama, Sport, War",Drama,6.7,57,27806,10853418
Rollover,1981,nan,116 min,"Drama, Mystery, Romance",Drama,5.4,36,1084,10851261
Missing in Action 2: The Beginning,1985,nan,96 min,"Action, Drama, Thriller",Drama,5.4,nan,7658,10800000
Gettysburg,1993,PG,271 min,"Drama, History, War",Drama,7.6,nan,26092,10769960
Sveiki atvykę i Marveną,2018,PG-13,116 min,"Biography, Comedy, Drama",Drama,6.2,40,20183,10763520
Niujorko istorijos,1989,nan,124 min,"Comedy, Drama, Romance",Drama,6.4,nan,17135,10763469
Abandon,2002,PG-13,99 min,"Drama, Mystery, Romance",Drama,4.9,36,9215,10727683
Belle,2013,PG,100 min,"Biography, Drama, Romance",Drama,7.3,64,28285,10726630
Konkurentai,1992,R,100 min,"Crime, Drama, Mystery",Drama,7.7,82,96084,10725228
Purvini pinigai,2014,N-16,106 min,"Crime, Drama, Thriller",Drama,7.1,69,143164,10724389
Baime ir neapykanta Las Vegase,1998,R,118 min,"Adventure, Comedy, Drama",Drama,7.6,41,260287,10680275
Astronauto žmona,1999,R,109 min,"Drama, Sci-Fi, Thriller",Drama,5.4,37,53047,10672566
Meilės romano pabaiga,1999,R,102 min,"Drama, Romance",Drama,7.1,65,21327,10660147
The Package,1989,nan,108 min,"Action, Crime, Drama",Drama,6.4,55,8719,10647219
Naktiniai gyvuliai,2016,N-16,116 min,"Drama, Thriller",Drama,7.5,67,240059,10639114
PK,2014,nan,153 min,"Comedy, Drama, Musical",Drama,8.1,nan,163628,10616104
After Hours,1985,nan,97 min,"Comedy, Crime, Drama",Drama,7.7,90,60020,10600000
Falling in Love,1984,nan,106 min,"Drama, Romance",Drama,6.5,55,12783,10600000
Nuostabios merginos,1996,R,112 min,"Comedy, Drama, Romance",Drama,7.1,64,31392,10597759
Lemtinga pagunda,2017,R,93 min,"Drama, Thriller, War",Drama,6.3,77,52374,10576669
Not Easily Broken,2009,PG-13,99 min,"Drama, Romance",Drama,6.1,43,2761,10572742
Beprotiskas miestas,1997,PG-13,114 min,"Crime, Drama, Thriller",Drama,6.3,45,19207,10556196
Vyrai ir zmonos,1992,R,108 min,"Comedy, Drama, Romance",Drama,7.5,nan,27557,10555619
The Quiet Man,1952,nan,129 min,"Comedy, Drama, Romance",Drama,7.7,nan,34778,10550000
Džona Heksas,2010,PG-13,81 min,"Action, Drama, Fantasy",Drama,4.7,33,55489,10539414
Greta,2018,N-13,98 min,"Drama, Mystery, Thriller",Drama,6.0,54,25674,10519425
Sabotažas,2014,N-16,109 min,"Action, Crime, Drama",Drama,5.7,41,59436,10508518
Menesienos magija,2014,N-13,97 min,"Comedy, Drama, Romance",Drama,6.5,54,64225,10506939
Iron Eagle II,1988,nan,105 min,"Action, Drama, Romance",Drama,3.8,nan,4682,10497324
Here on Earth,2000,PG-13,96 min,"Drama, Romance",Drama,5.2,25,8270,10494147
Light of Day,1987,nan,107 min,"Drama, Music",Drama,5.7,55,2552,10489617
Prasta šlovė,1946,nan,102 min,"Drama, Film-Noir, Romance",Drama,7.9,100,92523,10464000
Narkotiku skyriaus agentas,2002,R,105 min,"Crime, Drama, Mystery",Drama,7.1,70,38394,10460089
Home Fries,1998,PG-13,91 min,"Comedy, Romance, Drama",Drama,5.1,45,8069,10443316
Thief of Hearts,1984,nan,100 min,"Drama, Thriller, Crime",Drama,5.8,nan,1566,10435015
Raudonoji raide,1995,R,135 min,"Drama, Romance",Drama,5.4,nan,14418,10400000
Moby Dick,1956,nan,116 min,"Adventure, Drama",Drama,7.3,nan,17057,10400000
Stardust Memories,1980,nan,89 min,"Comedy, Drama",Drama,7.3,nan,21206,10389003
Nakties istatymai,2016,R,129 min,"Action, Crime, Drama",Drama,6.4,49,52285,10378555
Revenge of the Ninja,1983,R,90 min,"Action, Crime, Drama",Drama,6.1,32,4514,10325628
Siaudiniai sunys,2011,R,110 min,"Action, Drama, Thriller",Drama,5.8,45,32750,10324441
Edith Piaf: Rozinis Gyvenimas,2007,PG-13,140 min,"Biography, Drama, Music",Drama,7.6,66,82932,10301706
Baltoji audra,1996,PG-13,129 min,"Adventure, Drama",Drama,6.6,53,21185,10300000
Broliai Niutonai,1998,PG-13,122 min,"Action, Crime, Drama",Drama,6.1,57,10359,10297897
Battleground,1949,nan,118 min,"Action, Drama, History",Drama,7.4,nan,6587,10293960
Shopgirl,2005,R,106 min,"Drama, Romance",Drama,6.3,62,23321,10281585
Pavojingo gyvenimo metai,1982,nan,115 min,"Drama, Romance, War",Drama,7.1,65,19609,10278575
Sergėtojas,1987,nan,106 min,"Crime, Drama, Romance",Drama,6.1,55,9435,10278549
"Žmogus, kuris žinojo per daug",1956,nan,120 min,"Drama, Thriller",Drama,7.4,78,58769,10250000
The Brothers McMullen,1995,R,98 min,"Comedy, Drama, Romance",Drama,6.6,73,7434,10246600
Vedlys,2007,R,99 min,"Action, Adventure, Drama",Drama,5.4,29,42702,10232081
The Miracle Season,2018,PG,101 min,"Drama, Sport",Drama,6.5,44,4666,10225770
Kinsis,2004,R,118 min,"Biography, Drama, Romance",Drama,7.0,79,47526,10214647
Nepabaigtas reikalas,nan,R,91 min,"Comedy, Drama",Drama,5.4,32,32153,10214013
I'll Do Anything,1994,PG-13,115 min,"Comedy, Drama",Drama,5.5,nan,2423,10209111
The V.I.P.s,1963,nan,119 min,Drama,Drama,6.3,51,3409,10205626
The Best of Enemies,2019,PG-13,133 min,"Biography, Drama, History",Drama,7.2,49,9856,10205616
The Spanish Prisoner,1997,PG,110 min,"Drama, Mystery, Thriller",Drama,7.1,70,21931,10200000
True Confessions,1981,nan,108 min,"Crime, Drama",Drama,6.3,68,7310,10200000
Win Win,2011,R,106 min,"Comedy, Drama, Sport",Drama,7.1,75,52663,10179275
Facing the Giants,2006,PG,111 min,"Drama, Fantasy, Sport",Drama,6.6,38,16059,10178331
Domino,2005,R,127 min,"Action, Biography, Crime",Drama,5.9,36,64813,10169202
The Great Raid,2005,R,132 min,"Action, Drama, War",Drama,6.7,48,21207,10166502
Henrikas V,1989,PG-13,137 min,"Action, Biography, Drama",Drama,7.5,83,28242,10161099
Versme,2006,PG-13,97 min,"Drama, Mystery, Romance",Drama,7.2,51,228640,10144010
The Secret of NIMH,1982,nan,82 min,"Animation, Adventure, Drama",Drama,7.6,76,36350,10140325
Pasivaikščiojimas,nan,N-13,123 min,"Action, Adventure, Biography",Drama,7.3,70,120259,10137502
Random Harvest,1942,nan,126 min,"Adventure, Drama, Family",Drama,8.0,62,6965,10137000
Prom,2011,PG,104 min,"Comedy, Drama, Family",Drama,5.4,50,14837,10130219
A Family Thing,1996,PG-13,109 min,"Comedy, Drama",Drama,7.0,71,3297,10118000
Griuvantys rumai,1999,PG-13,100 min,"Drama, Mystery, Thriller",Drama,6.5,44,21596,10114315
Baseinas,2003,R,102 min,"Crime, Drama, Mystery",Drama,6.7,70,42685,10105505
Isiveles,2005,PG-13,95 min,"Comedy, Crime, Drama",Drama,2.8,31,7957,10105281
Aistra,2002,PG-13,102 min,"Drama, Mystery, Romance",Drama,6.3,52,12893,10103647
With Six You Get Eggroll,1968,nan,95 min,"Comedy, Drama, Family",Drama,6.5,nan,2480,10095200
Mergina su drakono tatuiruote,2009,N-16,152 min,"Crime, Drama, Mystery",Drama,7.8,76,209266,10095170
Under the Cherry Moon,1986,nan,100 min,"Comedy, Drama, Music",Drama,5.1,36,3096,10090429
Ponia Vinterborn,1996,PG-13,105 min,"Comedy, Drama, Romance",Drama,6.2,35,6927,10070000
Shakedown,1988,nan,112 min,"Action, Crime, Drama",Drama,6.0,nan,2856,10068039
Boiling Point,nan,R,92 min,"Action, Crime, Drama",Drama,5.0,nan,5609,10058318
Marshall,2017,PG-13,118 min,"Biography, Crime, Drama",Drama,7.3,66,20962,10051659
Verkiantis vilkas,2005,PG-13,90 min,"Drama, Horror, Mystery",Drama,5.8,39,26022,10047674
Gojira ni-sen mireniamu,1999,PG,99 min,"Action, Adventure, Drama",Drama,6.1,41,7522,10037390
Hope and Glory,1987,nan,113 min,"Comedy, Drama, Romance",Drama,7.3,86,12420,10021120
Mažoji princesė,1995,nan,97 min,"Drama, Family, Fantasy",Drama,7.7,83,32334,10019307
Dama furgone,2015,PG-13,104 min,"Biography, Comedy, Drama",Drama,6.7,70,26454,10017675
Nepakeliamas buties lengvumas,1988,nan,171 min,"Drama, Romance",Drama,7.3,73,33911,10006806
The Two Jakes,1990,nan,137 min,"Crime, Drama, Mystery",Drama,6.2,56,11313,10005969
Buddy,1997,PG,84 min,"Adventure, Comedy, Drama",Drama,4.9,nan,2482,10005081
Sunset Park,1996,R,99 min,"Drama, Sport",Drama,6.0,nan,1536,10000000
Once Upon a Forest,1993,nan,71 min,"Animation, Adventure, Drama",Drama,6.5,nan,5080,10000000
Mirtinas žaidimas,1978,nan,100 min,"Action, Crime, Drama",Drama,6.1,36,17248,10000000
Shaft's Big Score!,1972,nan,104 min,"Action, Crime, Drama",Drama,6.1,nan,2651,10000000
The Big Doll House,1971,nan,95 min,"Action, Drama, Thriller",Drama,5.9,nan,2357,10000000
Hud,1963,nan,112 min,"Drama, Western",Drama,7.8,62,19647,10000000
The Snake Pit,1948,nan,108 min,"Drama, Mystery",Drama,7.6,nan,6892,10000000
