index,year,certificate,length,category,rating,metascore,total_votes,US_box_office,index,first_genre,second_genre,third_genre
21637,2002.0,R,114.0,Thriller,6.2,59.0,33874.0,6592103.0,7334,Crime,Drama,Mystery
21639,2018.0,PG,100.0,Thriller,5.3,29.0,10532.0,6501381.0,7335,Action,Adventure,Family
21646,2009.0,N-16,129.0,Thriller,8.2,80.0,193879.0,6391436.0,7336,Drama,Mystery,Romance
21650,2005.0,R,103.0,Thriller,7.1,44.0,108617.0,6303762.0,7337,Drama,Fantasy,Mystery
21651,1997.0,R,114.0,Thriller,7.0,79.0,15239.0,6302154.0,7338,Drama,Mystery,Thriller
21657,1991.0,R,116.0,Thriller,7.7,69.0,113483.0,6153939.0,7339,Comedy,Drama,Thriller
21659,1994.0,R,110.0,Thriller,7.0,85.0,21046.0,6138485.0,7340,Crime,Drama,Romance
21660,2018.0,PG-13,103.0,Thriller,5.1,35.0,19094.0,6115825.0,7341,Action,Adventure,Crime
21661,2001.0,PG-13,95.0,Thriller,6.2,33.0,22605.0,6114237.0,7342,Drama,Mystery,Sci-Fi
21663,2000.0,R,119.0,Thriller,6.7,49.0,31833.0,6055661.0,7343,Action,Crime,Drama
21664,2001.0,PG-13,104.0,Thriller,4.0,35.0,2594.0,6047691.0,7344,Action,Adventure,Fantasy
21667,2014.0,R,108.0,Thriller,6.3,24.0,52296.0,5981749.0,7345,Mystery,Romance,Thriller
21668,2006.0,N-16,114.0,Thriller,4.4,26.0,37429.0,5971336.0,7346,Drama,Mystery,Thriller
21669,2019.0,PG-13,109.0,Thriller,6.0,54.0,48822.0,5958315.0,7347,Action,Horror,Sci-Fi
21670,1987.0,R,84.0,Thriller,7.8,72.0,148628.0,5923044.0,7348,Action,Comedy,Fantasy
21671,1999.0,R,99.0,Thriller,6.1,43.0,3492.0,5871603.0,7349,Drama,Thriller,
21674,1998.0,R,114.0,Thriller,6.1,43.0,7551.0,5840581.0,7350,Crime,Drama,Mystery
21675,1985.0,N-18,96.0,Thriller,7.2,60.0,63424.0,5804262.0,7351,Horror,Thriller,
21680,2017.0,R,105.0,Thriller,5.7,42.0,40563.0,5775178.0,7352,Comedy,Crime,Drama
21681,2015.0,PG-13,110.0,Thriller,6.0,36.0,52550.0,5775076.0,7353,Drama,Horror,Sci-Fi
21683,2004.0,R,95.0,Thriller,5.8,60.0,13266.0,5763875.0,7354,Drama,Mystery,Thriller
21684,2014.0,R,125.0,Thriller,7.0,79.0,66985.0,5740310.0,7355,Action,Crime,Drama
21685,2013.0,R,96.0,Thriller,6.2,50.0,21656.0,5733310.0,7356,Crime,Drama,Mystery
21688,2002.0,G,97.0,Thriller,7.5,80.0,11886.0,5728431.0,7357,Documentary,Comedy,Thriller
21691,1997.0,R,119.0,Thriller,6.7,41.0,22204.0,5716080.0,7358,Drama,Thriller,
21692,2011.0,N-16,99.0,Thriller,6.4,76.0,98949.0,5702083.0,7359,Biography,Drama,Romance
21693,2008.0,N-16,114.0,Thriller,7.3,53.0,236398.0,5694401.0,7360,Action,Crime,Thriller
21696,1998.0,R,96.0,Thriller,5.5,26.0,19691.0,5657370.0,7361,Horror,Sci-Fi,Thriller
21697,2005.0,PG-13,95.0,Thriller,4.3,19.0,5441.0,5654777.0,7362,Action,Comedy,Crime
21698,2004.0,R,88.0,Thriller,5.7,38.0,5447.0,5644575.0,7363,Action,Crime,Drama
21701,1996.0,R,108.0,Thriller,5.8,44.0,14071.0,5600000.0,7364,Drama,Horror,Romance
21705,2006.0,R,100.0,Thriller,7.1,73.0,106643.0,5501616.0,7365,Animation,Crime,Drama
21706,2006.0,PG-13,120.0,Thriller,7.3,77.0,101295.0,5490423.0,7366,Action,Biography,Drama
21709,2000.0,R,154.0,Thriller,8.1,83.0,224260.0,5383834.0,7367,Drama,Thriller,
21710,2003.0,R,106.0,Thriller,6.2,57.0,29373.0,5381227.0,7368,Drama,Romance,Thriller
21711,2011.0,R,96.0,Thriller,7.3,78.0,81133.0,5359774.0,7369,Comedy,Crime,Thriller
21712,2011.0,R,107.0,Thriller,7.1,76.0,117254.0,5354039.0,7370,Drama,Thriller,
21713,2002.0,PG-13,104.0,Thriller,4.7,55.0,9947.0,5350371.0,7371,Mystery,Thriller,
21714,1988.0,R,113.0,Thriller,6.2,71.0,10692.0,5344577.0,7372,Drama,Horror,Sci-Fi
21717,2000.0,PG-13,105.0,Thriller,4.8,14.0,4264.0,5217498.0,7373,Drama,Mystery,Thriller
21718,2001.0,R,93.0,Thriller,6.3,23.0,47699.0,5204007.0,7374,Action,Comedy,Crime
21719,2009.0,R,147.0,Thriller,7.3,60.0,68371.0,5188972.0,7375,Action,Crime,Drama
21721,2012.0,R,125.0,Thriller,6.4,57.0,31705.0,5132442.0,7376,Drama,Thriller,
21730,2018.0,R,110.0,Thriller,6.4,69.0,19085.0,5019226.0,7377,Action,Crime,Drama
21732,2009.0,R,127.0,Thriller,7.2,76.0,38610.0,5014305.0,7378,Drama,Romance,Thriller
21734,2004.0,R,100.0,Thriller,6.1,50.0,34795.0,5005883.0,7379,Drama,Fantasy,Mystery
21741,2004.0,R,104.0,Thriller,5.7,45.0,28392.0,4992159.0,7380,Comedy,Horror,Mystery
21744,2012.0,PG-13,83.0,Thriller,4.1,18.0,18963.0,4930798.0,7381,Horror,Thriller,
21745,2001.0,R,93.0,Thriller,6.1,51.0,24500.0,4919896.0,7382,Comedy,Crime,Thriller
21747,2002.0,PG-13,93.0,Thriller,4.5,17.0,5333.0,4835968.0,7383,Action,Adventure,Thriller
21748,2016.0,PG-13,87.0,Thriller,5.3,30.0,11873.0,4790573.0,7384,Horror,Thriller,
21749,2003.0,R,119.0,Thriller,5.3,46.0,21938.0,4750602.0,7385,Mystery,Thriller,
21750,2019.0,R,103.0,Thriller,6.3,49.0,6663.0,4686540.0,7386,Drama,Horror,Mystery
21754,2007.0,N-18,157.0,Thriller,7.5,61.0,37514.0,4604982.0,7387,Drama,History,Romance
21756,2007.0,R,99.0,Thriller,7.0,73.0,56706.0,4600585.0,7388,Crime,Drama,Thriller
21760,2003.0,R,108.0,Thriller,7.2,69.0,71159.0,4560061.0,7389,Action,Crime,Thriller
21762,2007.0,PG-13,127.0,Thriller,3.8,15.0,44469.0,4535117.0,7390,Action,Adventure,Fantasy
21764,2004.0,R,106.0,Thriller,6.4,33.0,58053.0,4480744.0,7391,Crime,Horror,Thriller
21766,2004.0,R,106.0,Thriller,6.5,60.0,29242.0,4434432.0,7392,Action,Crime,Drama
21769,2006.0,R,145.0,Thriller,7.7,71.0,72767.0,4398392.0,7393,Drama,Thriller,War
21777,2001.0,R,119.0,Thriller,6.3,64.0,20125.0,4298329.0,7394,Drama,Mystery,Romance
21780,2005.0,R,103.0,Thriller,7.5,72.0,215208.0,4243756.0,7395,Comedy,Crime,Mystery
21781,2000.0,PG-13,100.0,Thriller,4.5,22.0,9096.0,4224065.0,7396,Action,Drama,Fantasy
21783,2017.0,PG-13,105.0,Thriller,6.6,31.0,24248.0,4219536.0,7397,Crime,Drama,Thriller
21785,1992.0,R,134.0,Thriller,7.3,45.0,87040.0,4160851.0,7398,Drama,Horror,Mystery
21786,1999.0,R,108.0,Thriller,5.2,26.0,5433.0,4155234.0,7399,Crime,Drama,Thriller
21788,2011.0,R,101.0,Thriller,7.6,73.0,190884.0,4105123.0,7400,Action,Thriller,
21795,2018.0,PG-13,107.0,Thriller,5.5,19.0,32703.0,4046429.0,7401,Drama,Sci-Fi,Thriller
21796,1999.0,R,92.0,Thriller,6.2,31.0,39930.0,4002955.0,7402,Comedy,Fantasy,Horror
21800,2007.0,R,98.0,Thriller,5.9,37.0,31971.0,3992339.0,7403,Crime,Horror,Thriller
21801,2016.0,N-16,92.0,Thriller,5.8,48.0,39795.0,3912052.0,7404,Action,Horror,Sci-Fi
21806,2000.0,R,117.0,Thriller,7.1,75.0,9568.0,3818452.0,7405,Comedy,Drama,Mystery
21808,2016.0,R,118.0,Thriller,6.1,75.0,5703.0,3810812.0,7406,Drama,Thriller,
21809,1996.0,R,109.0,Thriller,7.3,61.0,50713.0,3798532.0,7407,Crime,Thriller,
21810,1997.0,R,134.0,Thriller,7.6,52.0,131588.0,3796699.0,7408,Mystery,Thriller,
21814,2016.0,R,92.0,Thriller,5.3,31.0,24382.0,3759046.0,7409,Horror,Mystery,Thriller
21816,2012.0,PG-13,93.0,Thriller,4.9,22.0,35580.0,3749061.0,7410,Action,Thriller,
21818,2016.0,PG-13,112.0,Thriller,6.6,76.0,76082.0,3707794.0,7411,Drama,Mystery,Sci-Fi
21824,2007.0,R,107.0,Thriller,7.2,64.0,233910.0,3675753.0,7412,Sci-Fi,Thriller,
21825,2005.0,R,117.0,Thriller,7.3,83.0,74108.0,3634407.0,7413,Drama,Mystery,Thriller
21830,2017.0,PG-13,87.0,Thriller,5.3,33.0,5616.0,3599570.0,7414,Horror,Mystery,Sci-Fi
21832,1996.0,R,94.0,Thriller,5.7,66.0,6119.0,3594848.0,7415,Drama,Thriller,
21836,2002.0,R,109.0,Thriller,6.5,68.0,10040.0,3517797.0,7416,Action,Crime,Drama
21837,1986.0,PG-13,93.0,Thriller,6.0,39.0,14966.0,3500000.0,7417,Action,Horror,Romance
21842,2017.0,R,113.0,Thriller,7.1,85.0,48062.0,3448256.0,7418,Drama,Mystery,Thriller
21843,2018.0,R,110.0,Thriller,6.5,42.0,19391.0,3435047.0,7419,Crime,Horror,Thriller
21852,2005.0,R,116.0,Thriller,6.9,56.0,63175.0,3337931.0,7420,Action,Crime,Drama
21854,2014.0,PG-13,107.0,Thriller,6.8,62.0,50438.0,3319109.0,7421,Crime,Drama,Mystery
21855,1999.0,R,116.0,Thriller,7.5,67.0,84817.0,3308029.0,7422,Action,Crime,Drama
21856,2012.0,R,95.0,Thriller,6.5,41.0,53311.0,3301046.0,7423,Comedy,Crime,Thriller
21862,2013.0,N-13,128.0,Thriller,6.2,49.0,38947.0,3254172.0,7424,Biography,Crime,Drama
21864,2010.0,PG-13,87.0,Thriller,7.1,65.0,40981.0,3234373.0,7425,Documentary,Drama,Mystery
21865,2015.0,N-16,95.0,Thriller,7.0,79.0,108296.0,3219029.0,7426,Horror,Thriller,
21866,1998.0,R,84.0,Thriller,7.4,72.0,170187.0,3216970.0,7427,Drama,Horror,Mystery
21868,1958.0,PG,128.0,Thriller,8.3,100.0,365660.0,3200000.0,7428,Mystery,Romance,Thriller
21869,1999.0,R,89.0,Thriller,7.0,73.0,30240.0,3193102.0,7429,Crime,Drama,Mystery
21870,2018.0,PG-13,107.0,Thriller,5.8,49.0,14021.0,3189220.0,7430,Action,Drama,History
21871,2011.0,N-16,120.0,Thriller,7.6,70.0,139415.0,3185812.0,7431,Drama,Horror,Thriller
21873,2016.0,N-16,108.0,Thriller,6.2,57.0,20365.0,3152725.0,7432,Crime,Drama,Thriller
21875,1973.0,R,112.0,Thriller,7.2,96.0,100548.0,3132645.0,7433,Crime,Drama,Thriller
21877,2014.0,N-16,122.0,Thriller,8.1,77.0,177936.0,3107072.0,7434,Comedy,Drama,Thriller
21878,2001.0,PG-13,84.0,Thriller,3.9,20.0,8377.0,3100650.0,7435,Horror,Mystery,Thriller
21880,2009.0,N-16,96.0,Thriller,6.3,48.0,69681.0,3074838.0,7436,Drama,Mystery,Romance
21882,2008.0,R,121.0,Thriller,6.6,45.0,70326.0,3073392.0,7437,Drama,Mystery,Sci-Fi
21883,1999.0,R,87.0,Thriller,5.7,22.0,24373.0,3071947.0,7438,Comedy,Crime,Thriller
21886,2007.0,R,108.0,Thriller,5.5,40.0,2496.0,3054430.0,7439,Crime,Drama,Thriller
21890,2016.0,R,109.0,Thriller,6.2,70.0,59188.0,3021345.0,7440,Action,Comedy,Drama
21896,2011.0,R,102.0,Thriller,6.9,75.0,49294.0,2981638.0,7441,Drama,Mystery,Thriller
21898,1991.0,R,102.0,Thriller,7.0,84.0,6251.0,2971661.0,7442,Crime,Drama,Thriller
21899,2014.0,N-13,92.0,Thriller,6.4,41.0,72558.0,2963012.0,7443,Drama,Mystery,Thriller
21900,2016.0,R,120.0,Thriller,7.2,59.0,44122.0,2959288.0,7444,Action,Biography,Drama
21902,1994.0,N-13,89.0,Thriller,7.3,67.0,57033.0,2881508.0,7445,Crime,Thriller,
21904,2018.0,R,116.0,Thriller,7.0,68.0,38869.0,2856954.0,7446,Biography,Crime,Drama
21905,1999.0,R,97.0,Thriller,6.8,68.0,94049.0,2840417.0,7447,Horror,Sci-Fi,Thriller
21907,1992.0,R,99.0,Thriller,8.3,79.0,921580.0,2832029.0,7448,Crime,Drama,Thriller
21908,2017.0,R,92.0,Thriller,6.7,75.0,35650.0,2830775.0,7449,Comedy,Crime,Drama
21912,2014.0,R,89.0,Thriller,4.6,24.0,23176.0,2756333.0,7450,Horror,Mystery,Thriller
21915,2004.0,R,103.0,Thriller,7.3,65.0,6544.0,2712736.0,7451,Drama,Mystery,Thriller
21922,2017.0,PG-13,106.0,Thriller,6.0,63.0,17789.0,2676077.0,7452,Drama,Mystery,Romance
21924,2018.0,R,133.0,Thriller,6.9,68.0,29636.0,2660165.0,7453,Crime,Drama,Mystery
21926,2007.0,R,96.0,Thriller,4.7,24.0,22547.0,2626800.0,7454,Crime,Horror,Mystery
21928,2014.0,N-18,150.0,Thriller,8.0,71.0,114549.0,2625803.0,7455,Action,Crime,Thriller
21936,2015.0,R,125.0,Thriller,6.8,66.0,18952.0,2541554.0,7456,Biography,Drama,History
21937,2002.0,R,90.0,Thriller,7.1,75.0,6929.0,2541320.0,7457,Crime,Drama,Thriller
21938,2009.0,R,96.0,Thriller,7.6,77.0,31231.0,2534351.0,7458,Adventure,Crime,Drama
21939,2017.0,N-16,89.0,Thriller,6.8,84.0,104938.0,2523610.0,7459,Crime,Drama,Mystery
21940,1986.0,R,94.0,Thriller,5.3,17.0,2151.0,2510433.0,7460,Crime,Drama,Thriller
21941,1993.0,R,98.0,Thriller,7.0,79.0,20369.0,2502551.0,7461,Crime,Drama,Thriller
21949,2014.0,R,112.0,Thriller,6.9,60.0,44578.0,2450846.0,7462,Biography,Crime,Drama
21951,1971.0,R,86.0,Thriller,6.7,75.0,48186.0,2437000.0,7463,Drama,Sci-Fi,Thriller
21952,2014.0,PG-13,115.0,Thriller,7.0,65.0,40982.0,2436062.0,7464,Biography,Drama,Sport
21955,2007.0,R,93.0,Thriller,6.5,64.0,17886.0,2426851.0,7465,Comedy,Crime,Romance
21959,2016.0,R,91.0,Thriller,3.9,31.0,9185.0,2411580.0,7466,Drama,Horror,Thriller
21960,2019.0,R,104.0,Thriller,6.7,65.0,27618.0,2410914.0,7467,Action,Comedy,Crime
21961,1996.0,PG-13,93.0,Thriller,2.5,29.0,8969.0,2409225.0,7468,Action,Sci-Fi,Thriller
21965,1993.0,R,117.0,Thriller,6.7,49.0,50963.0,2395231.0,7469,Crime,Drama,Thriller
21968,2002.0,R,132.0,Thriller,6.9,64.0,6292.0,2377348.0,7470,Crime,Drama,Thriller
21969,2003.0,PG-13,114.0,Thriller,6.7,68.0,4722.0,2353728.0,7471,Comedy,Drama,Mystery
21971,2004.0,R,105.0,Thriller,7.3,73.0,166831.0,2338695.0,7472,Action,Crime,Drama
21973,1995.0,R,108.0,Thriller,7.1,77.0,5197.0,2300000.0,7473,Crime,Drama,History
21975,2017.0,R,121.0,Thriller,7.0,73.0,125343.0,2291901.0,7474,Drama,Horror,Mystery
21979,2013.0,PG-13,116.0,Thriller,6.8,68.0,48565.0,2268296.0,7475,Adventure,Crime,Drama
21981,1958.0,PG-13,95.0,Thriller,8.0,99.0,98605.0,2237659.0,7476,Crime,Drama,Film-Noir
21984,2009.0,R,144.0,Thriller,7.8,82.0,68892.0,2222647.0,7477,Drama,History,Mystery
21985,1997.0,R,121.0,Thriller,6.4,45.0,13790.0,2221994.0,7478,Crime,Drama,Mystery
21986,2008.0,R,111.0,Thriller,6.7,72.0,50862.0,2203641.0,7479,Crime,Drama,Mystery
21987,2013.0,N-16,104.0,Thriller,5.7,49.0,69249.0,2193658.0,7480,Action,Drama,Mystery
21997,2004.0,R,104.0,Thriller,6.9,71.0,4818.0,2106677.0,7481,Drama,Romance,Thriller
21998,1994.0,R,103.0,Thriller,7.3,72.0,22774.0,2104000.0,7482,Drama,Mystery,Thriller
22000,2005.0,R,110.0,Thriller,7.3,72.0,101190.0,2060589.0,7483,Action,Crime,Drama
22001,1992.0,R,81.0,Thriller,6.9,73.0,63480.0,2040920.0,7484,Action,Crime,Thriller
22002,2001.0,R,95.0,Thriller,5.8,45.0,10666.0,2036682.0,7485,Comedy,Crime,Drama
22004,2017.0,R,102.0,Thriller,7.4,80.0,91819.0,2026499.0,7486,Crime,Drama,Thriller
22010,1992.0,NC-17,96.0,Thriller,7.1,70.0,39044.0,2000022.0,7487,Crime,Drama,Thriller
22013,2011.0,R,102.0,Thriller,6.7,62.0,73091.0,1987762.0,7488,Crime,Drama,Thriller
22015,2015.0,N-16,125.0,Thriller,6.4,74.0,27395.0,1982505.0,7489,Drama,Music,Thriller
22018,2018.0,R,108.0,Thriller,5.9,56.0,15759.0,1959204.0,7490,Action,Comedy,Crime
22019,2012.0,R,106.0,Thriller,6.8,60.0,70690.0,1939441.0,7491,Biography,Crime,Drama
22023,1999.0,R,162.0,Thriller,7.1,57.0,19662.0,1921350.0,7492,Drama,History,Thriller
22028,2005.0,PG-13,110.0,Thriller,4.3,24.0,18873.0,1891821.0,7493,Action,Adventure,Horror
22033,1992.0,R,139.0,Thriller,7.2,62.0,35722.0,1862805.0,7494,Drama,Romance,Thriller
22035,1992.0,R,93.0,Thriller,5.4,51.0,17237.0,1829804.0,7495,Drama,Thriller,
22036,2015.0,R,88.0,Thriller,6.0,51.0,9252.0,1828933.0,7496,Action,Adventure,Drama
22037,2009.0,R,103.0,Thriller,7.2,55.0,84217.0,1818681.0,7497,Action,Crime,Drama
22040,2016.0,N-16,91.0,Thriller,6.4,63.0,42325.0,1798472.0,7498,Action,Comedy,Crime
22041,1993.0,R,107.0,Thriller,4.8,26.0,11433.0,1796389.0,7499,Drama,Mystery,Romance
22042,2010.0,R,105.0,Thriller,5.4,58.0,40368.0,1796024.0,7500,Drama,Thriller,
22044,2011.0,N-16,112.0,Thriller,7.5,68.0,138588.0,1738692.0,7501,Drama,Mystery,Thriller
22048,2011.0,N-16,121.0,Thriller,7.4,85.0,91593.0,1729969.0,7502,Drama,Horror,Thriller
22051,2016.0,R,113.0,Thriller,6.2,53.0,21178.0,1721524.0,7503,Action,Drama,Sport
22053,2015.0,PG-13,91.0,Thriller,4.8,38.0,14323.0,1712111.0,7504,Horror,Thriller,
22054,1988.0,PG-13,113.0,Thriller,6.7,70.0,6255.0,1705139.0,7505,Fantasy,Horror,Mystery
22055,1994.0,R,95.0,Thriller,4.9,25.0,7034.0,1702394.0,7506,Action,Crime,Drama
22056,2013.0,N-13,99.0,Thriller,6.8,58.0,103058.0,1702277.0,7507,Drama,Mystery,Thriller
22060,1997.0,R,106.0,Thriller,6.9,43.0,26290.0,1692872.0,7508,Comedy,Crime,Drama
22062,2007.0,PG,90.0,Thriller,6.5,54.0,11344.0,1647083.0,7509,Animation,Action,Adventure
22063,2002.0,R,98.0,Thriller,6.8,83.0,35716.0,1641788.0,7510,Drama,Mystery,Thriller
22065,2003.0,R,108.0,Thriller,7.4,73.0,14375.0,1615118.0,7511,Crime,Drama,Mystery
22069,2003.0,R,98.0,Thriller,6.9,55.0,19193.0,1571504.0,7512,Biography,Crime,Drama
22070,2000.0,R,112.0,Thriller,5.9,70.0,9097.0,1568749.0,7513,Drama,Romance,Thriller
22073,1992.0,R,105.0,Thriller,7.1,87.0,9947.0,1543112.0,7514,Crime,Drama,Thriller
22077,1998.0,R,114.0,Thriller,5.7,65.0,10541.0,1534569.0,7515,Crime,Mystery,Thriller
22078,2018.0,N-16,121.0,Thriller,6.2,62.0,25234.0,1533324.0,7516,Action,Crime,Drama
22089,2004.0,R,114.0,Thriller,6.4,58.0,52318.0,1487477.0,7517,Action,Fantasy,Horror
22090,2001.0,R,113.0,Thriller,8.0,88.0,741718.0,1480006.0,7518,Drama,Mystery,Sci-Fi
22093,2005.0,PG-13,91.0,Thriller,7.4,71.0,22400.0,1452402.0,7519,Crime,Drama,Thriller
22103,2018.0,R,144.0,Thriller,5.3,46.0,1123.0,1394555.0,7520,Action,Crime,Drama
22110,2001.0,R,115.0,Thriller,7.3,82.0,13456.0,1359133.0,7521,Crime,Drama,Romance
22112,2011.0,R,109.0,Thriller,7.1,52.0,60253.0,1357042.0,7522,Biography,Drama,Thriller
22114,1996.0,R,116.0,Thriller,6.4,57.0,4366.0,1353824.0,7523,Crime,Drama,Music
22117,2016.0,N-16,117.0,Thriller,6.2,51.0,84675.0,1333124.0,7524,Horror,Thriller,
22124,2005.0,R,128.0,Thriller,6.3,57.0,8910.0,1311633.0,7525,Comedy,Drama,Music
22125,2006.0,R,105.0,Thriller,6.0,49.0,24029.0,1308696.0,7526,Drama,Mystery,Romance
22127,2016.0,R,105.0,Thriller,6.1,77.0,36573.0,1305195.0,7527,Drama,Mystery,Thriller
22129,2018.0,R,189.0,Thriller,7.7,68.0,16473.0,1304042.0,7528,Biography,Drama,Romance
22131,2007.0,N-16,111.0,Thriller,6.6,44.0,90918.0,1294640.0,7529,Crime,Drama,Horror
22136,2000.0,R,87.0,Thriller,6.3,57.0,13601.0,1284646.0,7530,Comedy,Crime,Thriller
22139,2014.0,R,99.0,Thriller,7.2,83.0,51375.0,1268760.0,7531,Action,Crime,Drama
22142,2006.0,R,99.0,Thriller,5.5,42.0,12456.0,1255524.0,7532,Horror,Mystery,Thriller
22145,1990.0,R,107.0,Thriller,6.3,61.0,4787.0,1244381.0,7533,Drama,Thriller,
22148,2005.0,R,93.0,Thriller,5.8,34.0,3770.0,1237615.0,7534,Drama,Mystery,Thriller
22149,2003.0,R,81.0,Thriller,7.2,70.0,86077.0,1227000.0,7535,Crime,Drama,Thriller
22150,2018.0,R,113.0,Thriller,5.8,77.0,29211.0,1225852.0,7536,Adventure,Drama,Horror
22151,2000.0,R,114.0,Thriller,7.9,80.0,49834.0,1221261.0,7537,Crime,Drama,Thriller
22153,1998.0,R,124.0,Thriller,7.3,81.0,8193.0,1211865.0,7538,Biography,Crime,Drama
22154,2015.0,N-16,137.0,Thriller,6.5,41.0,66244.0,1206135.0,7539,Crime,Drama,History
22156,2002.0,R,107.0,Thriller,7.4,33.0,312045.0,1203974.0,7540,Action,Drama,Sci-Fi
22158,2007.0,PG-13,108.0,Thriller,6.8,57.0,23038.0,1200234.0,7541,Crime,Drama,Thriller
22159,2010.0,R,100.0,Thriller,5.2,34.0,1509.0,1200000.0,7542,Crime,Thriller,
22160,1997.0,R,101.0,Thriller,6.2,40.0,18839.0,1200000.0,7543,Drama,Horror,Thriller
22162,2004.0,R,84.0,Thriller,7.2,70.0,66729.0,1197786.0,7544,Action,Crime,Sci-Fi
22163,2011.0,R,96.0,Thriller,7.5,72.0,97149.0,1196752.0,7545,Action,Crime,Thriller
22165,2010.0,PG-13,108.0,Thriller,5.1,31.0,14679.0,1183354.0,7546,Action,Comedy,Crime
22169,2014.0,N-16,114.0,Thriller,6.4,62.0,34831.0,1171559.0,7547,Action,Adventure,Drama
22172,2014.0,N-18,99.0,Thriller,6.7,81.0,44583.0,1168902.0,7548,Horror,Mystery,Thriller
22173,2012.0,R,101.0,Thriller,5.1,57.0,27938.0,1163508.0,7549,Horror,Thriller,
22184,2011.0,R,88.0,Thriller,6.2,50.0,62151.0,1104682.0,7550,Action,Crime,Horror
22189,2004.0,R,101.0,Thriller,7.7,61.0,359412.0,1082715.0,7551,Drama,Thriller,
22197,2003.0,R,104.0,Thriller,6.6,43.0,21308.0,1056102.0,7552,Crime,Drama,Mystery
22202,2004.0,PG-13,100.0,Thriller,7.5,66.0,36309.0,1043896.0,7553,Animation,Action,Drama
22203,2002.0,R,154.0,Thriller,6.6,41.0,4628.0,1041228.0,7554,Action,Crime,Drama
22204,2007.0,PG-13,98.0,Thriller,6.5,47.0,2005.0,1036061.0,7555,Drama,History,Romance
22207,2013.0,N-16,104.0,Thriller,6.5,65.0,35452.0,1029949.0,7556,Biography,Drama,Romance
22208,2010.0,R,95.0,Thriller,7.0,65.0,150142.0,1028658.0,7557,Drama,Mystery,Thriller
22209,2001.0,R,84.0,Thriller,6.3,67.0,3577.0,1028337.0,7558,Drama,Thriller,
22211,2011.0,R,88.0,Thriller,6.6,75.0,99965.0,1024175.0,7559,Action,Adventure,Comedy
22213,2006.0,R,110.0,Thriller,4.6,33.0,12960.0,1018965.0,7560,Action,Fantasy,Horror
22214,2004.0,R,128.0,Thriller,6.0,47.0,3836.0,1017376.0,7561,Comedy,Drama,Mystery
22215,2003.0,R,104.0,Thriller,7.1,70.0,12682.0,1011054.0,7562,Crime,Drama,Thriller
22217,2002.0,PG-13,92.0,Thriller,7.2,63.0,18419.0,1009827.0,7563,Romance,Thriller,
22218,2006.0,PG-13,101.0,Thriller,5.0,34.0,4371.0,1008849.0,7564,Horror,Mystery,Thriller
22219,2005.0,R,104.0,Thriller,7.1,58.0,153892.0,1007962.0,7565,Drama,Thriller,
22220,2013.0,N-13,91.0,Thriller,6.9,61.0,169159.0,1007088.0,7566,Drama,Mystery,Thriller
22221,1991.0,R,112.0,Thriller,7.6,69.0,19867.0,1007001.0,7567,Drama,Thriller,
22222,2017.0,R,113.0,Thriller,7.7,72.0,14886.0,1001305.0,7568,Crime,Drama,Thriller
22229,2010.0,PG,104.0,Thriller,6.6,85.0,12565.0,977600.0,7569,Adventure,Drama,Thriller
22231,2007.0,PG-13,108.0,Thriller,6.7,49.0,50051.0,971561.0,7570,Crime,Drama,Romance
22232,2002.0,R,114.0,Thriller,5.8,51.0,2993.0,970185.0,7571,Crime,Drama,Romance
22233,2007.0,R,101.0,Thriller,6.8,54.0,24649.0,969869.0,7572,Adventure,Comedy,Drama
22239,2007.0,R,95.0,Thriller,5.6,66.0,45883.0,958961.0,7573,Fantasy,Horror,Sci-Fi
22242,2016.0,R,107.0,Thriller,6.9,82.0,9538.0,938875.0,7574,Biography,Crime,Drama
22245,2005.0,R,85.0,Thriller,6.4,71.0,3997.0,923347.0,7575,Crime,Drama,Romance
22248,2012.0,R,99.0,Thriller,7.5,77.0,45390.0,892409.0,7576,Documentary,Biography,Crime
22251,2000.0,R,115.0,Thriller,6.4,58.0,20017.0,882710.0,7577,Crime,Drama,Romance
22252,2006.0,V,90.0,Thriller,7.7,81.0,71719.0,881302.0,7578,Animation,Drama,Fantasy
22255,2005.0,R,107.0,Thriller,6.4,47.0,17066.0,871527.0,7579,Crime,Drama,Mystery
22257,1994.0,R,105.0,Thriller,6.9,53.0,5680.0,856422.0,7580,Comedy,Crime,Drama
22258,2003.0,R,116.0,Thriller,7.5,75.0,47264.0,853718.0,7581,Action,Comedy,Crime
22259,2018.0,Not Rated,101.0,Thriller,7.4,81.0,8169.0,847495.0,7582,Adventure,Comedy,Drama
22262,2004.0,R,120.0,Thriller,7.9,66.0,7278.0,837000.0,7583,Drama,Thriller,War
22263,1995.0,R,111.0,Thriller,6.3,46.0,12744.0,832910.0,7584,Drama,Thriller,
22264,1999.0,PG-13,116.0,Thriller,7.0,72.0,7499.0,819852.0,7585,Drama,Thriller,
22265,2007.0,PG,81.0,Thriller,3.8,30.0,656.0,817935.0,7586,Action,Adventure,Family
22271,2016.0,R,102.0,Thriller,5.1,35.0,18593.0,779820.0,7587,Horror,Thriller,
22276,2018.0,R,110.0,Thriller,7.0,75.0,24684.0,771930.0,7588,Crime,Drama,Fantasy
22280,2000.0,PG-13,105.0,Thriller,5.5,28.0,3164.0,769009.0,7589,Drama,Mystery,Romance
