index,year,certificate,length,category,rating,metascore,total_votes,US_box_office,index,first_genre,second_genre,third_genre
12300,1996.0,R,135.0,Romance,6.4,60.0,46246.0,53854588.0,3475,Comedy,Drama,Romance
12301,2007.0,PG-13,126.0,Romance,7.0,39.0,200452.0,53695808.0,3476,Comedy,Drama,Romance
12302,1995.0,PG,127.0,Romance,6.3,56.0,36927.0,53672080.0,3477,Comedy,Drama,Romance
12303,2005.0,PG,88.0,Romance,5.5,38.0,26751.0,53412862.0,3478,Comedy,Family,Fantasy
12304,2010.0,PG-13,115.0,Romance,6.5,39.0,123170.0,53374681.0,3479,Comedy,Drama,Romance
12305,2005.0,PG,77.0,Romance,7.3,83.0,246002.0,53359111.0,3480,Animation,Drama,Family
12308,2010.0,PG,105.0,Romance,6.5,50.0,92494.0,53032453.0,3481,Adventure,Comedy,Drama
12309,1999.0,PG-13,105.0,Romance,5.4,46.0,32468.0,52888180.0,3482,Comedy,Romance,
12310,1999.0,R,106.0,Romance,6.5,50.0,41813.0,52885587.0,3483,Comedy,Drama,Romance
12311,1999.0,PG-13,126.0,Romance,6.3,39.0,35893.0,52880016.0,3484,Drama,Romance,
12312,2002.0,R,124.0,Romance,6.7,63.0,80654.0,52801000.0,3485,Drama,Romance,Thriller
12313,1994.0,R,117.0,Romance,7.1,81.0,140257.0,52700832.0,3486,Comedy,Drama,Romance
12314,2005.0,PG,95.0,Romance,5.6,45.0,36281.0,52580895.0,3487,Comedy,Family,Romance
12315,2013.0,PG-13,100.0,Romance,4.9,28.0,5897.0,52440051.0,3488,Comedy,Drama,Romance
12316,2006.0,PG,99.0,Romance,6.8,52.0,140779.0,52330111.0,3489,Drama,Fantasy,Romance
12317,2011.0,PG-13,113.0,Romance,5.9,58.0,46495.0,51802742.0,3490,Comedy,Drama,Music
12318,1994.0,V,82.0,Romance,6.3,45.0,43251.0,51764950.0,3491,Comedy,Family,Romance
12319,1959.0,G,75.0,Romance,7.2,85.0,135778.0,51600000.0,3492,Animation,Family,Fantasy
12320,2004.0,V,95.0,Romance,5.9,25.0,81133.0,51438175.0,3493,Comedy,Family,Romance
12321,2004.0,PG-13,143.0,Romance,7.2,40.0,116473.0,51268815.0,3494,Drama,Musical,Romance
12324,2007.0,R,123.0,Romance,7.8,85.0,252383.0,50927067.0,3495,Drama,Mystery,Romance
12325,1995.0,R,106.0,Romance,5.7,62.0,12755.0,50892160.0,3496,Comedy,Drama,Romance
12327,2000.0,V,89.0,Romance,6.9,51.0,84897.0,50863742.0,3497,Animation,Adventure,Comedy
12328,2005.0,PG-13,116.0,Romance,5.8,36.0,13707.0,50633099.0,3498,Comedy,Drama,Romance
12329,2007.0,PG-13,104.0,Romance,6.5,59.0,97703.0,50572589.0,3499,Comedy,Music,Romance
12330,2014.0,PG-13,107.0,Romance,6.7,46.0,116151.0,50474843.0,3500,Drama,Fantasy,Music
12331,2018.0,PG-13,112.0,Romance,6.0,42.0,34564.0,50316123.0,3501,Comedy,Romance,
12332,2001.0,PG-13,90.0,Romance,6.9,52.0,104162.0,50294317.0,3502,Comedy,Romance,
12333,2014.0,PG,95.0,Romance,7.3,67.0,64740.0,50151543.0,3503,Animation,Adventure,Comedy
12334,1994.0,PG,115.0,Romance,7.3,87.0,52495.0,50083616.0,3504,Drama,Family,Romance
12337,1995.0,PG-13,102.0,Romance,6.7,54.0,31724.0,50012507.0,3505,Drama,Romance,
12340,2008.0,N-7,165.0,Romance,6.6,53.0,119359.0,49554002.0,3506,Adventure,Comedy,Drama
12342,2007.0,PG-13,119.0,Romance,6.3,63.0,8678.0,49121934.0,3507,Comedy,Drama,Romance
12343,2018.0,N-13,110.0,Romance,5.5,48.0,49257.0,48795601.0,3508,Comedy,Romance,
12344,2019.0,PG-13,89.0,Romance,5.9,60.0,63275.0,48791187.0,3509,Comedy,Fantasy,Romance
12345,2014.0,R,100.0,Romance,6.1,62.0,22766.0,48637684.0,3510,Comedy,Romance,
12346,1997.0,PG-13,121.0,Romance,3.9,23.0,74919.0,48608066.0,3511,Action,Adventure,Crime
12347,2006.0,PG-13,83.0,Romance,2.8,11.0,57297.0,48548426.0,3512,Comedy,Romance,
12348,2003.0,PG,113.0,Romance,6.8,64.0,66715.0,48462608.0,3513,Adventure,Family,Fantasy
12349,2005.0,N-7,95.0,Romance,6.7,47.0,99579.0,48318130.0,3514,Comedy,Drama,Fantasy
12350,2008.0,N-7,97.0,Romance,5.5,55.0,79495.0,48237389.0,3515,Comedy,Romance,
12351,2004.0,PG,93.0,Romance,4.3,39.0,11294.0,48116322.0,3516,Comedy,Family,Fantasy
12353,2003.0,PG,102.0,Romance,5.1,41.0,33029.0,47811138.0,3517,Action,Adventure,Comedy
12356,2001.0,PG-13,118.0,Romance,6.4,44.0,79138.0,47121859.0,3518,Comedy,Fantasy,Romance
12357,2010.0,PG-13,100.0,Romance,5.5,21.0,87609.0,47059963.0,3519,Action,Comedy,Romance
12358,2016.0,N-16,110.0,Romance,6.1,51.0,81270.0,46843513.0,3520,Comedy,Drama,Romance
12359,1998.0,PG-13,104.0,Romance,6.3,46.0,72925.0,46683377.0,3521,Comedy,Drama,Fantasy
12361,2005.0,N-7,129.0,Romance,6.0,47.0,93369.0,46464023.0,3522,Action,Adventure,Romance
12362,2011.0,PG-13,124.0,Romance,7.2,62.0,90417.0,46412041.0,3523,Comedy,Drama,Romance
12363,1996.0,PG-13,120.0,Romance,6.7,60.0,211230.0,46351345.0,3524,Drama,Romance,
12364,2014.0,N-13,117.0,Romance,6.5,31.0,120250.0,46294610.0,3525,Comedy,Romance,
12366,2008.0,PG-13,101.0,Romance,5.9,37.0,68006.0,46012734.0,3526,Comedy,Romance,
12367,2016.0,N-16,98.0,Romance,6.0,51.0,82770.0,46007113.0,3527,Comedy,Romance,
12368,2004.0,PG-13,110.0,Romance,6.4,66.0,53592.0,45806659.0,3528,Comedy,Drama,Romance
12369,2019.0,N-13,116.0,Romance,7.2,53.0,44501.0,45729221.0,3529,Drama,Romance,
12371,2012.0,N-7,94.0,Romance,7.8,84.0,319715.0,45512466.0,3530,Comedy,Drama,Romance
12373,2014.0,PG-13,97.0,Romance,6.5,47.0,112175.0,45089048.0,3531,Drama,Romance,Sci-Fi
12374,2011.0,R,105.0,Romance,5.8,45.0,120081.0,45060734.0,3532,Comedy,Romance,
12376,1998.0,PG-13,178.0,Romance,7.2,43.0,215838.0,44619100.0,3533,Drama,Fantasy,Romance
12377,1967.0,PG-13,123.0,Romance,6.1,49.0,7522.0,44432255.0,3534,Drama,Music,Romance
12378,1994.0,PG,111.0,Romance,6.0,63.0,16484.0,44342956.0,3535,Adventure,Family,Romance
12379,2009.0,PG,104.0,Romance,5.9,38.0,74857.0,44277350.0,3536,Comedy,Romance,
12380,2008.0,PG-13,119.0,Romance,6.2,63.0,27106.0,44087387.0,3537,Comedy,Drama,Romance
12382,2005.0,PG-13,98.0,Romance,5.9,46.0,30701.0,43894863.0,3538,Comedy,Romance,
12384,2007.0,PG-13,91.0,Romance,5.3,25.0,38019.0,43799818.0,3539,Comedy,Romance,
12386,2003.0,N-7,113.0,Romance,6.8,52.0,47802.0,43610723.0,3540,Comedy,Drama,Romance
12387,2018.0,PG,86.0,Romance,5.2,36.0,10540.0,43242871.0,3541,Animation,Adventure,Comedy
12388,1995.0,V,136.0,Romance,7.6,84.0,102980.0,43182776.0,3542,Drama,Romance,
12389,2007.0,PG,104.0,Romance,6.3,50.0,71066.0,43107979.0,3543,Comedy,Drama,Romance
12391,2005.0,PG-13,97.0,Romance,5.5,35.0,54261.0,43000262.0,3544,Comedy,Drama,Romance
12392,2017.0,R,120.0,Romance,7.5,86.0,121742.0,42872467.0,3545,Comedy,Drama,Romance
12394,1987.0,PG,90.0,Romance,6.0,21.0,29269.0,42721196.0,3546,Comedy,Fantasy,Romance
12395,2007.0,PG-13,102.0,Romance,5.7,26.0,37391.0,42674040.0,3547,Comedy,Romance,
12396,2003.0,PG,94.0,Romance,5.5,56.0,35898.0,42672630.0,3548,Adventure,Comedy,Family
12397,2015.0,N-13,112.0,Romance,7.2,51.0,155592.0,42478175.0,3549,Drama,Fantasy,Romance
12398,2008.0,PG-13,104.0,Romance,5.5,46.0,13469.0,42436517.0,3550,Comedy,Romance,
12399,2010.0,PG-13,107.0,Romance,6.2,45.0,55780.0,42400223.0,3551,Drama,Music,Romance
12400,2005.0,PG-13,104.0,Romance,6.2,56.0,42494.0,42071069.0,3552,Comedy,Drama,Romance
12401,2004.0,PG-13,131.0,Romance,6.4,48.0,79342.0,42044321.0,3553,Comedy,Drama,Romance
12403,2008.0,PG-13,100.0,Romance,4.4,45.0,6508.0,41939392.0,3554,Comedy,Drama,Romance
12404,2008.0,PG-13,97.0,Romance,6.0,39.0,23377.0,41850659.0,3555,Drama,Romance,
12405,2002.0,PG-13,110.0,Romance,7.5,80.0,124762.0,41675994.0,3556,Drama,Romance,
12407,2001.0,PG-13,123.0,Romance,6.5,60.0,65483.0,41575141.0,3557,Comedy,Crime,Drama
12408,2002.0,PG-13,101.0,Romance,7.0,75.0,173167.0,41385278.0,3558,Comedy,Drama,Romance
12412,2002.0,PG,101.0,Romance,7.4,35.0,199758.0,41227069.0,3559,Drama,Romance,
12413,2012.0,PG-13,110.0,Romance,5.7,41.0,70044.0,41152203.0,3560,Comedy,Drama,Romance
12414,2006.0,PG-13,89.0,Romance,5.8,41.0,79806.0,41011711.0,3561,Comedy,Romance,
12415,2018.0,N-13,110.0,Romance,7.6,72.0,98752.0,40826341.0,3562,Comedy,Drama,Romance
12418,2009.0,PG-13,125.0,Romance,6.1,69.0,47855.0,40572825.0,3563,Comedy,Crime,Romance
12421,2002.0,PG-13,104.0,Romance,5.7,61.0,30114.0,40390647.0,3564,Drama,Romance,Sport
12423,2001.0,PG-13,123.0,Romance,6.2,47.0,51709.0,40336607.0,3565,Comedy,Crime,Romance
12425,2004.0,N-7,108.0,Romance,6.0,44.0,106913.0,40226215.0,3566,Comedy,Drama,Romance
12427,1993.0,R,121.0,Romance,7.6,89.0,79226.0,40158000.0,3567,Drama,Music,Romance
12428,2006.0,PG-13,113.0,Romance,7.5,67.0,219412.0,40137776.0,3568,Comedy,Drama,Fantasy
12429,2016.0,N-13,124.0,Romance,7.1,60.0,142116.0,40098064.0,3569,Action,Drama,Romance
12432,2006.0,PG-13,110.0,Romance,7.6,68.0,355288.0,39868642.0,3570,Drama,Fantasy,Mystery
12435,2009.0,R,112.0,Romance,7.2,83.0,84279.0,39462438.0,3571,Drama,Music,Romance
12439,2018.0,N-13,103.0,Romance,5.8,46.0,22818.0,39282227.0,3572,Comedy,Drama,Romance
12440,1999.0,PG-13,148.0,Romance,6.7,56.0,35757.0,39263420.0,3573,Drama,History,Romance
12442,2011.0,PG-13,112.0,Romance,5.9,36.0,57711.0,39046489.0,3574,Comedy,Drama,Romance
12443,2005.0,PG,119.0,Romance,6.5,66.0,54301.0,39008741.0,3575,Comedy,Drama,Romance
12445,1995.0,PG-13,111.0,Romance,6.6,50.0,47036.0,38896854.0,3576,Comedy,Drama,Romance
12446,1986.0,PG-13,94.0,Romance,7.0,81.0,66237.0,38747385.0,3577,Comedy,Horror,Musical
12449,2007.0,PG-13,127.0,Romance,7.6,66.0,255566.0,38634938.0,3578,Adventure,Family,Fantasy
12450,2014.0,N-18,94.0,Romance,5.1,36.0,107642.0,38543473.0,3579,Comedy,Romance,
12451,2012.0,N-13,123.0,Romance,5.9,47.0,74030.0,38518613.0,3580,Comedy,Drama,Musical
12452,2005.0,PG,129.0,Romance,7.8,82.0,260246.0,38405088.0,3581,Drama,Romance,
12453,2006.0,PG-13,112.0,Romance,6.5,52.0,29222.0,38360195.0,3582,Adventure,Comedy,Romance
12454,1999.0,R,97.0,Romance,6.8,56.0,179650.0,38328567.0,3583,Drama,Romance,
12455,2015.0,PG-13,117.0,Romance,7.5,88.0,131693.0,38322743.0,3584,Drama,Romance,
12457,1999.0,PG-13,97.0,Romance,7.3,70.0,298846.0,38176108.0,3585,Comedy,Drama,Romance
12458,2002.0,R,96.0,Romance,5.6,53.0,70703.0,37950822.0,3586,Comedy,Romance,
12460,1994.0,PG,101.0,Romance,6.4,64.0,36088.0,37800323.0,3587,Comedy,Drama,Romance
12461,2000.0,PG-13,103.0,Romance,5.7,24.0,25083.0,37752931.0,3588,Drama,Romance,
12462,1998.0,R,124.0,Romance,5.7,56.0,6900.0,37672350.0,3589,Comedy,Drama,Romance
12463,2011.0,PG-13,100.0,Romance,5.5,29.0,108155.0,37662162.0,3590,Fantasy,Horror,Mystery
12464,2006.0,PG,101.0,Romance,6.8,52.0,10121.0,37629831.0,3591,Adventure,Drama,Family
12465,1995.0,PG-13,134.0,Romance,6.0,57.0,68563.0,37600435.0,3592,Action,Adventure,Drama
12466,1998.0,R,123.0,Romance,7.0,85.0,86331.0,37562568.0,3593,Comedy,Crime,Drama
12467,2010.0,PG-13,104.0,Romance,5.4,34.0,48329.0,37490007.0,3594,Comedy,Romance,
12468,2004.0,PG-13,119.0,Romance,6.0,38.0,35419.0,37486138.0,3595,Comedy,Drama,Romance
12469,2015.0,N-13,123.0,Romance,7.1,33.0,76937.0,37446117.0,3596,Drama,Romance,
12470,2006.0,PG-13,115.0,Romance,6.2,39.0,32158.0,37442180.0,3597,Comedy,Drama,Romance
12471,2011.0,R,137.0,Romance,6.5,59.0,122836.0,37306030.0,3598,Biography,Drama,Romance
12474,2000.0,PG-13,128.0,Romance,6.3,60.0,49866.0,37047880.0,3599,Comedy,Drama,Romance
12475,2003.0,PG-13,92.0,Romance,6.2,33.0,35292.0,36922190.0,3600,Comedy,Drama,Romance
12477,2000.0,PG-13,106.0,Romance,5.7,52.0,20031.0,36805288.0,3601,Drama,Romance,
12478,2007.0,R,116.0,Romance,5.8,46.0,86572.0,36787257.0,3602,Comedy,Romance,
12479,1994.0,PG-13,109.0,Romance,4.6,59.0,65159.0,36763355.0,3603,Comedy,Romance,Sci-Fi
12481,1993.0,PG-13,95.0,Romance,5.9,33.0,17441.0,36448200.0,3604,Comedy,Drama,Romance
12482,1984.0,PG,93.0,Romance,6.7,68.0,16857.0,36403064.0,3605,Comedy,Fantasy,Romance
12483,1972.0,NC-17,129.0,Romance,7.0,77.0,50007.0,36144824.0,3606,Drama,Romance,
12486,2003.0,PG,105.0,Romance,5.8,41.0,59660.0,35990505.0,3607,Comedy,Drama,Family
12487,2014.0,N-13,123.0,Romance,7.7,72.0,405758.0,35893537.0,3608,Biography,Drama,Romance
12488,1996.0,PG-13,105.0,Romance,7.7,87.0,51435.0,35811509.0,3609,Biography,Drama,Music
12489,1993.0,PG-13,104.0,Romance,6.7,44.0,116527.0,35739755.0,3610,Adventure,Comedy,Musical
12491,2011.0,PG-13,98.0,Romance,6.1,41.0,63622.0,35608245.0,3611,Comedy,Drama,Romance
12495,2003.0,PG-13,100.0,Romance,6.2,71.0,91869.0,35327628.0,3612,Comedy,Crime,Romance
12496,2000.0,PG,90.0,Romance,3.7,27.0,21771.0,35268275.0,3613,Comedy,Family,Romance
12498,1999.0,PG-13,137.0,Romance,6.6,43.0,31941.0,35168395.0,3614,Drama,Romance,Sport
12499,1993.0,PG-13,120.0,Romance,7.0,69.0,27898.0,35112679.0,3615,Action,Biography,Drama
12500,2012.0,N-7,99.0,Romance,6.4,43.0,53818.0,35074677.0,3616,Drama,Music,Romance
12501,2012.0,PG-13,129.0,Romance,5.6,43.0,7454.0,35025791.0,3617,Comedy,Drama,Romance
12502,2011.0,R,100.0,Romance,7.6,72.0,315816.0,35014192.0,3618,Comedy,Drama,Romance
12503,1981.0,PG,140.0,Romance,7.4,56.0,57333.0,34967437.0,3619,Adventure,Drama,Fantasy
12504,2007.0,R,101.0,Romance,5.6,19.0,85871.0,34925283.0,3620,Comedy,Romance,
12508,1997.0,R,100.0,Romance,6.1,49.0,23491.0,34656904.0,3621,Comedy,Romance,
12509,2004.0,R,108.0,Romance,8.3,89.0,914424.0,34400301.0,3622,Drama,Romance,Sci-Fi
12512,2008.0,R,124.0,Romance,7.6,58.0,230767.0,34194407.0,3623,Drama,Romance,
12513,1999.0,R,120.0,Romance,6.8,61.0,9359.0,34102780.0,3624,Comedy,Drama,Romance
12514,1996.0,PG-13,97.0,Romance,6.2,64.0,24973.0,34073143.0,3625,Comedy,Romance,
12515,2015.0,N-13,101.0,Romance,6.5,56.0,84127.0,34017854.0,3626,Comedy,Romance,
12517,2017.0,PG-13,96.0,Romance,6.4,52.0,33291.0,34000284.0,3627,Drama,Romance,
12519,1999.0,PG-13,102.0,Romance,5.9,49.0,35323.0,33864342.0,3628,Comedy,Crime,Romance
12520,2009.0,PG-13,99.0,Romance,4.8,17.0,39772.0,33860010.0,3629,Comedy,Romance,
12521,2000.0,PG-13,120.0,Romance,6.8,30.0,31775.0,33771174.0,3630,Comedy,Drama,Romance
12526,2005.0,R,129.0,Romance,7.4,82.0,132639.0,33579797.0,3631,Drama,Mystery,Romance
12527,2008.0,PG,122.0,Romance,6.6,28.0,21408.0,33456317.0,3632,Drama,Fantasy,Romance
12528,2001.0,R,122.0,Romance,8.3,69.0,705522.0,33225499.0,3633,Comedy,Romance,
12532,2015.0,PG,122.0,Romance,6.6,51.0,31505.0,33078266.0,3634,Comedy,Drama,Romance
12534,2005.0,N-7,130.0,Romance,6.4,60.0,59405.0,32880591.0,3635,Comedy,Drama,Romance
12535,2010.0,PG-13,129.0,Romance,6.4,56.0,90440.0,32746941.0,3636,Drama,Fantasy,Romance
12536,2010.0,N-7,91.0,Romance,5.6,25.0,60034.0,32669555.0,3637,Comedy,Romance,
12537,2000.0,PG,115.0,Romance,6.9,54.0,19657.0,32662299.0,3638,Comedy,Drama,Romance
12541,2002.0,PG-13,112.0,Romance,6.6,66.0,104513.0,32543449.0,3639,Comedy,Drama,Romance
12542,1991.0,R,132.0,Romance,6.6,78.0,17131.0,32482682.0,3640,Drama,Romance,
12544,2009.0,PG-13,95.0,Romance,7.7,76.0,473342.0,32391374.0,3641,Comedy,Drama,Romance
12545,2010.0,R,112.0,Romance,6.7,55.0,181597.0,32367005.0,3642,Comedy,Drama,Romance
12547,2008.0,PG-13,87.0,Romance,3.8,24.0,50522.0,32235793.0,3643,Comedy,Romance,Sport
12548,1993.0,PG,139.0,Romance,7.2,90.0,53432.0,32200000.0,3644,Drama,Romance,
12549,2001.0,PG-13,106.0,Romance,6.4,49.0,79966.0,32131830.0,3645,Animation,Action,Adventure
12551,2015.0,N-13,109.0,Romance,6.3,56.0,95501.0,32000304.0,3646,Adventure,Comedy,Drama
12552,2008.0,PG-13,112.0,Romance,7.1,59.0,155912.0,31973840.0,3647,Comedy,Drama,Romance
12553,1995.0,R,111.0,Romance,7.5,82.0,114818.0,31968347.0,3648,Drama,Romance,
12556,2005.0,PG-13,90.0,Romance,6.2,32.0,48788.0,31726995.0,3649,Comedy,Romance,
12557,2018.0,R,110.0,Romance,4.8,39.0,6625.0,31713110.0,3650,Comedy,Drama,Romance
12558,1969.0,PG-13,164.0,Romance,6.6,50.0,12435.0,31678778.0,3651,Comedy,Drama,Musical
12560,2010.0,R,104.0,Romance,6.4,46.0,127365.0,31584722.0,3652,Comedy,Romance,
12561,2010.0,PG-13,112.0,Romance,7.5,69.0,380578.0,31494270.0,3653,Action,Comedy,Fantasy
12562,2008.0,PG-13,90.0,Romance,6.6,64.0,88648.0,31487293.0,3654,Comedy,Drama,Music
12563,2008.0,N-16,101.0,Romance,6.5,56.0,172121.0,31457946.0,3655,Comedy,Romance,
12565,2007.0,PG-13,100.0,Romance,5.8,49.0,7030.0,31339647.0,3656,Drama,Romance,
12566,2001.0,R,111.0,Romance,7.0,69.0,82718.0,31252964.0,3657,Drama,Romance,
12567,2008.0,PG-13,114.0,Romance,6.0,56.0,31040.0,31199215.0,3658,Comedy,Drama,Romance
12569,2013.0,N-13,130.0,Romance,5.9,33.0,128017.0,31165421.0,3659,Action,Adventure,Fantasy
12570,2010.0,PG-13,100.0,Romance,6.4,37.0,58798.0,31162545.0,3660,Drama,Fantasy,Romance
12572,1997.0,PG-13,101.0,Romance,5.5,44.0,18944.0,31058643.0,3661,Comedy,Drama,Romance
12573,1999.0,R,133.0,Romance,5.3,38.0,20029.0,31054924.0,3662,Drama,Mystery,Romance
12574,2016.0,N-13,97.0,Romance,6.8,23.0,92039.0,31016021.0,3663,Drama,Romance,
12575,2010.0,PG-13,107.0,Romance,6.5,57.0,74649.0,31011732.0,3664,Comedy,Drama,Romance
12580,1999.0,PG-13,81.0,Romance,5.2,42.0,18026.0,30628981.0,3665,Comedy,Romance,
12582,2017.0,PG-13,112.0,Romance,6.4,48.0,67876.0,30348555.0,3666,Action,Adventure,Drama
12583,1998.0,PG-13,82.0,Romance,6.3,26.0,57123.0,30324946.0,3667,Comedy,Music,Romance
12584,2019.0,N-16,125.0,Romance,6.8,67.0,94966.0,30316271.0,3668,Comedy,Romance,
12585,2003.0,PG-13,94.0,Romance,5.4,37.0,43376.0,30308417.0,3669,Drama,Music,Romance
12586,2003.0,PG-13,123.0,Romance,5.6,53.0,6787.0,30238577.0,3670,Comedy,Drama,Music
12587,2007.0,PG-13,126.0,Romance,7.5,65.0,56029.0,30226144.0,3671,Biography,Drama,Romance
12588,2010.0,PG-13,121.0,Romance,5.4,46.0,47173.0,30212620.0,3672,Comedy,Drama,Romance
12589,2002.0,PG-13,104.0,Romance,6.1,25.0,36745.0,30063805.0,3673,Drama,Fantasy,Mystery
12593,2009.0,PG-13,103.0,Romance,4.9,27.0,38241.0,29580087.0,3674,Comedy,Drama,Romance
12594,2004.0,PG,89.0,Romance,4.7,33.0,27520.0,29331068.0,3675,Comedy,Family,Music
12595,1997.0,PG-13,109.0,Romance,6.1,37.0,32539.0,29291566.0,3676,Comedy,Drama,Romance
12597,1971.0,R,118.0,Romance,8.0,93.0,42731.0,29133000.0,3677,Drama,Romance,
12598,1998.0,R,111.0,Romance,6.0,51.0,18829.0,29106737.0,3678,Comedy,Drama,Romance
12599,2005.0,PG-13,135.0,Romance,6.9,53.0,48815.0,29077547.0,3679,Drama,Musical,Romance
12601,2016.0,N-13,101.0,Romance,4.7,34.0,65053.0,28848693.0,3680,Action,Adventure,Comedy
12602,2012.0,R,124.0,Romance,6.2,62.0,94361.0,28835528.0,3681,Comedy,Romance,
12604,2001.0,R,130.0,Romance,6.4,55.0,13065.0,28734552.0,3682,Crime,Drama,Romance
12606,1997.0,PG-13,98.0,Romance,5.3,43.0,14775.0,28659604.0,3683,Comedy,Romance,
12608,2006.0,PG-13,103.0,Romance,5.5,36.0,45195.0,28435406.0,3684,Comedy,Romance,
12611,2004.0,PG,111.0,Romance,5.9,47.0,37680.0,28176497.0,3685,Comedy,Family,Romance
12612,1997.0,R,107.0,Romance,7.3,76.0,87980.0,28014536.0,3686,Action,Comedy,Crime
12613,1997.0,PG-13,106.0,Romance,6.1,49.0,8008.0,27974168.0,3687,Comedy,Romance,
12614,2011.0,PG-13,86.0,Romance,5.6,40.0,75541.0,27865571.0,3688,Drama,Fantasy,Romance
12616,2001.0,PG,152.0,Romance,6.9,27.0,52517.0,27807266.0,3689,Drama,Romance,
12617,1999.0,PG-13,129.0,Romance,6.5,28.0,11815.0,27797271.0,3690,Comedy,Drama,Romance
12618,2017.0,N-13,102.0,Romance,4.5,25.0,37876.0,27780085.0,3691,Drama,Horror,Mystery
12620,1993.0,R,109.0,Romance,6.1,51.0,12900.0,27515786.0,3692,Drama,Romance,
12621,2000.0,PG-13,124.0,Romance,7.2,70.0,18835.0,27441122.0,3693,Drama,Romance,Sport
12622,1995.0,PG-13,100.0,Romance,6.8,50.0,27109.0,27400000.0,3694,Comedy,Drama,Romance
12623,2002.0,PG-13,109.0,Romance,6.6,58.0,8506.0,27362712.0,3695,Romance,Comedy,Drama
12624,2001.0,PG-13,97.0,Romance,6.1,32.0,23539.0,27338033.0,3696,Comedy,Romance,
12625,2000.0,R,113.0,Romance,7.5,79.0,168514.0,27277055.0,3697,Comedy,Drama,Music
12627,2001.0,PG-13,104.0,Romance,4.9,27.0,14030.0,27073640.0,3698,Action,Adventure,Romance
12628,1999.0,R,95.0,Romance,6.0,37.0,21720.0,27067160.0,3699,Comedy,Drama,Romance
12629,2017.0,N-13,97.0,Romance,5.8,41.0,28605.0,27020284.0,3700,Comedy,Drama,Romance
12630,2005.0,PG-13,123.0,Romance,6.4,45.0,67483.0,26838389.0,3701,Comedy,Drama,Romance
12631,2008.0,PG-13,115.0,Romance,6.7,50.0,104856.0,26814957.0,3702,Biography,Drama,History
12632,2004.0,R,102.0,Romance,7.4,67.0,206807.0,26782316.0,3703,Comedy,Drama,Romance
12633,2014.0,N-13,118.0,Romance,6.7,29.0,66583.0,26761283.0,3704,Drama,Romance,
12637,2013.0,N-13,125.0,Romance,5.9,35.0,110980.0,26627201.0,3705,Action,Adventure,Drama
12639,1998.0,R,108.0,Romance,6.8,75.0,24696.0,26525834.0,3706,Comedy,Drama,Romance
12640,1999.0,PG-13,112.0,Romance,6.6,48.0,59640.0,26494611.0,3707,Comedy,Drama,Romance
12642,1994.0,PG,100.0,Romance,6.2,66.0,23642.0,26372663.0,3708,Comedy,Romance,
12643,1998.0,R,111.0,Romance,6.9,55.0,51313.0,26333044.0,3709,Drama,Romance,
12645,2015.0,N-13,107.0,Romance,5.8,31.0,22062.0,26284475.0,3710,Comedy,Fantasy,Romance
12647,2014.0,R,94.0,Romance,6.2,36.0,98020.0,26049082.0,3711,Comedy,Romance,
12648,1992.0,PG,142.0,Romance,7.4,88.0,28968.0,25967000.0,3712,Drama,Romance,
12649,2007.0,PG-13,106.0,Romance,6.2,46.0,55972.0,25925170.0,3713,Comedy,Drama,Romance
12650,2010.0,PG,100.0,Romance,6.5,33.0,95410.0,25918920.0,3714,Comedy,Romance,
12652,2002.0,R,123.0,Romance,7.4,61.0,81606.0,25885000.0,3715,Biography,Drama,Romance
12654,2010.0,PG,105.0,Romance,5.8,28.0,49439.0,25702053.0,3716,Comedy,Romance,
12656,2007.0,PG-13,87.0,Romance,5.2,41.0,35012.0,25628629.0,3717,Comedy,Romance,Sport
12657,2007.0,PG,99.0,Romance,5.9,53.0,19456.0,25612520.0,3718,Comedy,Crime,Family
12660,2013.0,N-13,126.0,Romance,8.0,90.0,542906.0,25568251.0,3719,Drama,Romance,Sci-Fi
12661,2001.0,R,131.0,Romance,5.9,36.0,32982.0,25543895.0,3720,Drama,Music,Romance
12663,2019.0,PG,109.0,Romance,7.6,43.0,25113.0,25501224.0,3721,Comedy,Drama,Romance
12665,1994.0,PG,90.0,Romance,5.5,42.0,10523.0,25479558.0,3722,Comedy,Romance,
12666,1998.0,PG-13,100.0,Romance,6.5,52.0,46105.0,25339117.0,3723,Comedy,Romance,
12669,2001.0,PG-13,119.0,Romance,6.7,27.0,86048.0,25288103.0,3724,Drama,Romance,
12670,2014.0,R,102.0,Romance,6.4,81.0,25797.0,25277561.0,3725,Comedy,Romance,
12671,2004.0,PG-13,102.0,Romance,6.2,43.0,63455.0,25266129.0,3726,Comedy,Drama,Romance
12673,2000.0,R,110.0,Romance,6.1,69.0,32928.0,25167270.0,3727,Comedy,Crime,Drama
12678,2010.0,PG,90.0,Romance,5.2,36.0,13359.0,25077977.0,3728,Animation,Adventure,Comedy
12679,1999.0,R,106.0,Romance,7.1,52.0,8496.0,25047631.0,3729,Comedy,Drama,Romance
12680,2010.0,N-18,88.0,Romance,5.4,53.0,85992.0,25003155.0,3730,Comedy,Fantasy,Horror
12682,2002.0,R,84.0,Romance,5.2,32.0,55052.0,24718164.0,3731,Comedy,Romance,
12684,2013.0,N-16,90.0,Romance,6.5,66.0,229262.0,24477704.0,3732,Comedy,Drama,Romance
